gene_id	gene_name	biotype	lncrna_class	tsne_f1	tsne_f2	screen_hit	assigned_cluster
ENSG00000271989.1_1	RP4-736L20.3	lncRNA	promoter_overlap	-29.486687	-19.992105	no hit	2
ENSG00000226849.1_2	RP4-635E18.7	lncRNA	transcript_overlap	-44.4274	-11.142796	lenient	2
ENSG00000230337.1_1	RP4-635E18.6	lncRNA	promoter_overlap	-31.791412	-10.528754	no hit	2
ENSG00000235643.1_1	RP1-69M21.2	lncRNA	intergenic	-53.21959	-25.267456	no hit	2
ENSG00000120937.8_1	NPPB	mRNA	protein_coding	-12.643644	-12.045479	no hit	2
ENSG00000272482.1_1	RP11-474O21.5	lncRNA	intergenic	4.1725507	11.682595	no hit	2
ENSG00000231606.1_1	RP11-344F13.1	lncRNA	transcript_overlap	-14.050358	43.03255	no hit	2
ENSG00000234593.2_1	RP4-704D23.1	lncRNA	transcript_overlap	-38.360325	-1.4901317	no hit	2
ENSG00000175147.11_1	TMEM51-AS1	lncRNA	promoter_overlap	14.555397	9.833888	no hit	1
ENSG00000204464.7_1	C1orf195	lncRNA	transcript_overlap	-56.147663	-28.258568	no hit	2
ENSG00000228140.1_1	RP3-467K16.4	lncRNA	promoter_overlap	-11.51523	4.6377954	no hit	2
ENSG00000272510.1_1	RP4-680D5.8	lncRNA	transcript_overlap	-72.235016	-1.5982038	lenient	2
ENSG00000237301.1_1	RP4-680D5.2	lncRNA	transcript_overlap	-16.273682	-0.7369253	no hit	2
ENSG00000271742.1_1	RP4-680D5.9	lncRNA	intergenic	-36.19911	-8.319912	no hit	2
ENSG00000237938.5_1	RP11-288I21.1	lncRNA	promoter_overlap	-24.514408	-31.774307	no hit	2
ENSG00000224459.1_1	RP11-169K16.4	lncRNA	transcript_overlap	-33.608883	-34.99642	no hit	2
ENSG00000233078.1_1	RP11-5P18.5	lncRNA	transcript_overlap	-48.749126	-28.629393	no hit	2
ENSG00000227959.1_1	RP11-276H7.2	lncRNA	promoter_overlap	-20.411165	-16.298319	no hit	2
ENSG00000224621.1_1	RP11-276H7.3	lncRNA	intergenic	-26.489706	-34.64869	no hit	2
ENSG00000226029.1_1	RP4-798A10.2	lncRNA	gene_nearby	-58.367233	-8.076967	lenient	2
ENSG00000261135.1_1	RP4-798A10.7	lncRNA	intergenic	-50.166714	-2.8947363	no hit	2
ENSG00000224174.2_1	RP4-798A10.4	lncRNA	intergenic	-36.78341	-6.4293094	no hit	2
ENSG00000233421.4_1	RP5-875O13.1	lncRNA	intergenic	-34.76183	-24.58847	no hit	2
ENSG00000271732.1_1	RP5-1182A14.5	lncRNA	intergenic	-68.78275	-1.7399918	no hit	2
ENSG00000279151.1_1	RP1-163M9.7	lncRNA	intergenic	-36.31228	-29.304598	no hit	2
ENSG00000282740.1_1	RP5-1182A14.7	lncRNA	transcript_overlap	6.8800983	-57.338337	no hit	2
ENSG00000223643.6_1	RP11-108M9.1	lncRNA	transcript_overlap	-62.68409	-2.048325	no hit	2
ENSG00000228549.3_2	RP11-108M9.3	lncRNA	transcript_overlap	-42.04987	-29.62447	no hit	2
ENSG00000238142.1_1	RP11-108M9.4	lncRNA	transcript_overlap	7.4474816	5.340734	lenient	2
ENSG00000272426.1_1	RP11-108M9.6	lncRNA	transcript_overlap	-10.083647	9.549387	no hit	2
ENSG00000226526.1_1	RP1-37C10.3	lncRNA	transcript_overlap	-32.477543	-27.22497	no hit	2
ENSG00000227751.1_1	RP1-20B21.4	lncRNA	transcript_overlap	-20.538284	34.28932	no hit	2
ENSG00000225387.1_1	RP11-422P22.1	lncRNA	intergenic	-41.282394	3.0494084	no hit	2
ENSG00000230424.1_1	RP1-43E13.2	lncRNA	promoter_overlap	4.1097226	11.908264	lenient	2
ENSG00000235185.1_1	RP5-1056L3.1	lncRNA	promoter_overlap	-29.262857	0.022446685	hit	2
ENSG00000225986.1_1	UBXN10-AS1	lncRNA	promoter_overlap	5.69754	11.060218	no hit	2
ENSG00000236936.1_1	RP3-329E20.2	lncRNA	transcript_overlap	-50.32461	-19.091774	no hit	2
ENSG00000231105.1_1	RP5-1071N3.1	lncRNA	transcript_overlap	-14.5064745	3.583795	no hit	2
ENSG00000228397.2_1	RP1-224A6.3	lncRNA	transcript_overlap	-54.108208	-21.933361	no hit	2
ENSG00000218510.6_1	LINC00339	lncRNA	transcript_overlap	6.9532647	6.64686	lenient	2
ENSG00000230068.2_2	CDC42-IT1	lncRNA	transcript_overlap	-67.007935	3.0249312	no hit	2
ENSG00000271840.1_1	RP1-224A6.9	lncRNA	intergenic	-54.03114	-0.7911336	no hit	2
ENSG00000279625.1_1	RP11-415K20.2	lncRNA	intergenic	-45.375652	-10.287437	no hit	2
ENSG00000237200.1_2	ZBTB40-IT1	lncRNA	transcript_overlap	-52.119736	-12.702036	no hit	2
ENSG00000261326.2_1	LINC01355	lncRNA	intergenic	-40.04415	11.844308	no hit	2
ENSG00000249087.6_1	ZNF436-AS1	lncRNA	promoter_overlap	-4.8950477	3.6017473	no hit	2
ENSG00000271420.1_1	RP5-1057J7.7	lncRNA	intergenic	-56.369427	6.6069837	no hit	2
ENSG00000235052.1_1	RP1-150O5.3	lncRNA	intergenic	-48.43235	-2.6490033	no hit	2
ENSG00000236810.5_1	TCEB3-AS1	lncRNA	promoter_overlap	1.4866947	3.9778187	no hit	2
ENSG00000232557.3_1	RP11-4M23.3	lncRNA	transcript_overlap	-56.730076	2.3652277	no hit	2
ENSG00000232298.2_1	RP11-10N16.3	lncRNA	transcript_overlap	-46.548195	-33.171253	no hit	2
ENSG00000264443.1_1	RP4-594I10.3	lncRNA	promoter_overlap	-63.378223	-15.6326275	no hit	2
ENSG00000229162.1_1	RP11-84D1.1	lncRNA	transcript_overlap	-52.73952	-28.777338	no hit	2
ENSG00000272432.1_1	RP3-465N24.6	lncRNA	transcript_overlap	-50.265644	-28.763733	no hit	2
ENSG00000225643.1_1	RP11-70P17.1	lncRNA	intergenic	-33.832767	-34.944656	no hit	2
ENSG00000228172.5_1	RP1-317E23.3	lncRNA	transcript_overlap	-25.496225	-31.532658	lenient	2
ENSG00000272478.1_1	RP1-317E23.7	lncRNA	transcript_overlap	9.866307	-58.178383	lenient	2
ENSG00000131914.10_1	LIN28A	mRNA	protein_coding	33.87348	-54.7058	no hit	1
ENSG00000225891.1_1	RP3-476K8.3	lncRNA	transcript_overlap	-63.603622	1.9264983	lenient	2
ENSG00000260063.1_1	RP5-968P14.2	lncRNA	promoter_overlap	-16.559574	-33.00547	no hit	2
ENSG00000175793.11_2	SFN	mRNA	protein_coding	16.936853	-48.279972	no hit	1
ENSG00000158246.7_1	FAM46B	mRNA	protein_coding	-5.039673	-39.22987	lenient	1
ENSG00000224311.1_1	RP11-40H20.4	lncRNA	promoter_overlap	-33.5775	-47.838062	no hit	2
ENSG00000241169.1_1	RP4-752I6.1	lncRNA	transcript_overlap	-44.089024	-50.19783	no hit	2
ENSG00000237429.1_1	RP1-159A19.4	lncRNA	intergenic	-25.695398	-49.474297	no hit	2
ENSG00000225886.3_1	RP11-288L9.4	lncRNA	transcript_overlap	-40.122807	-41.690044	no hit	2
ENSG00000269971.1_2	RP3-426I6.5	lncRNA	promoter_overlap	-44.06401	-47.237186	no hit	2
ENSG00000270031.1_2	RP3-426I6.6	lncRNA	transcript_overlap	-44.544327	-50.903088	no hit	2
ENSG00000270605.1_1	RP5-1092A3.4	lncRNA	transcript_overlap	-35.84813	-44.7925	no hit	2
ENSG00000271398.1_1	RP5-1092A3.5	lncRNA	gene_nearby	-41.13835	-39.18958	no hit	2
ENSG00000242125.3_2	SNHG3	lncRNA	promoter_overlap	5.9016657	2.5871751	no hit	2
ENSG00000279443.1_1	RP4-669K10.8	lncRNA	intergenic	-61.283165	-19.400768	no hit	2
ENSG00000197989.13_1	SNHG12	lncRNA	transcript_overlap	4.636963	0.80977744	no hit	2
ENSG00000229388.1_1	RP11-442N24__B.1	lncRNA	promoter_overlap	-57.044785	-21.173792	no hit	2
ENSG00000270103.3_1	RNU11	lncRNA	gene_nearby	-14.450514	-32.598145	no hit	1
ENSG00000237934.1_1	RP11-467D18.2	lncRNA	transcript_overlap	-37.86044	26.305746	no hit	2
ENSG00000186056.9_1	MATN1-AS1	lncRNA	transcript_overlap	7.2095366	-26.392204	no hit	1
ENSG00000229607.1_1	RP5-1125N11.1	lncRNA	intergenic	-41.52795	-0.8428605	no hit	2
ENSG00000235790.7_2	RP11-73M7.6	lncRNA	promoter_overlap	-44.65475	-24.892485	no hit	2
ENSG00000264078.1_2	RP11-73M7.9	lncRNA	promoter_overlap	-50.616814	-25.603012	no hit	2
ENSG00000254545.1_1	RP11-84A19.3	lncRNA	transcript_overlap	-30.753391	-27.09037	lenient	2
ENSG00000203620.2_2	RP11-84A19.2	lncRNA	transcript_overlap	-45.974937	-11.734097	no hit	2
ENSG00000269967.1_2	RP11-84A19.4	lncRNA	transcript_overlap	-65.75466	8.38032	no hit	2
ENSG00000228634.1_1	RP4-534N18.2	lncRNA	transcript_overlap	-48.964043	-1.8632448	lenient	2
ENSG00000203325.3_1	RP11-277A4.4	lncRNA	transcript_overlap	-20.476254	6.436224	no hit	2
ENSG00000224066.1_1	RP4-622L5.7	lncRNA	transcript_overlap	-27.709335	-32.553146	no hit	2
ENSG00000182866.16_1	LCK	mRNA	protein_coding	27.064575	-28.166279	no hit	1
ENSG00000233775.1_1	RP4-811H24.9	lncRNA	promoter_overlap	-54.813686	-23.30409	no hit	2
ENSG00000224409.1_1	RP11-114B7.6	lncRNA	intergenic	-31.741703	-20.126469	no hit	2
ENSG00000278997.1_1	RP11-131M11.2	lncRNA	intergenic	-44.78075	-8.32739	no hit	2
ENSG00000279179.1_1	RP11-131M11.3	lncRNA	transcript_overlap	-42.017982	-11.941037	no hit	2
ENSG00000270115.1_2	RP11-415J8.7	lncRNA	transcript_overlap	-47.297874	0.9361591	no hit	2
ENSG00000225313.5_1	RP11-415J8.3	lncRNA	transcript_overlap	4.444655	-4.519494	no hit	2
ENSG00000233246.1_1	RP11-415J8.5	lncRNA	transcript_overlap	-42.718487	1.2795326	no hit	2
ENSG00000230163.1_1	RP5-997D16.2	lncRNA	transcript_overlap	-26.987211	30.483189	no hit	2
ENSG00000241014.1_2	RP11-244H3.1	lncRNA	promoter_overlap	3.760294	17.167494	no hit	2
ENSG00000227409.1_1	ZMYM4-AS1	lncRNA	transcript_overlap	-11.612732	38.940258	no hit	2
ENSG00000239636.1_1	RP4-728D4.2	lncRNA	transcript_overlap	-24.114595	2.0987175	no hit	2
ENSG00000271554.1_1	RP4-665N4.8	lncRNA	transcript_overlap	-16.713247	34.646004	no hit	2
ENSG00000116883.8_2	RP11-268J15.5	lncRNA	promoter_overlap	-35.7626	-1.1968777	no hit	2
ENSG00000234481.1_1	RP4-614N24.1	lncRNA	intergenic	-31.63483	5.662767	no hit	2
ENSG00000233621.1_1	LINC01137	lncRNA	promoter_overlap	-0.09109032	8.252153	no hit	2
ENSG00000230955.1_1	RP11-109P14.10	lncRNA	transcript_overlap	-23.05491	33.639046	no hit	2
ENSG00000224592.5_1	RP5-884C9.2	lncRNA	promoter_overlap	-29.06538	-12.116436	no hit	2
ENSG00000228436.2_1	RP5-864K19.4	lncRNA	promoter_overlap	17.525328	0.25711036	lenient	1
ENSG00000182109.7_2	RP11-69E11.4	lncRNA	transcript_overlap	-5.0777392	-23.628603	lenient	2
ENSG00000236546.1_1	RP1-118J21.5	lncRNA	transcript_overlap	6.5382915	-59.827015	lenient	2
ENSG00000259943.1_1	RP1-39G22.7	lncRNA	promoter_overlap	7.2528667	23.957294	no hit	2
ENSG00000260920.2_1	RP1-228H13.5	lncRNA	gene_nearby	-61.156494	16.914232	no hit	2
ENSG00000279667.1_1	RP11-656D10.7	lncRNA	intergenic	-58.80961	24.346148	no hit	2
ENSG00000238287.1_1	RP11-656D10.3	lncRNA	promoter_overlap	0.56016225	14.818289	no hit	2
ENSG00000227278.1_1	RP11-656D10.5	lncRNA	transcript_overlap	6.5353155	-60.38393	no hit	2
ENSG00000238186.1_1	RP11-656D10.6	lncRNA	transcript_overlap	-60.496582	10.615423	no hit	2
ENSG00000235358.1_1	RP11-399E6.1	lncRNA	promoter_overlap	-8.903066	4.410896	no hit	2
ENSG00000229901.1_1	RP11-399E6.4	lncRNA	transcript_overlap	-56.696144	-21.788916	no hit	2
ENSG00000234917.2_1	RP5-994D16.3	lncRNA	gene_nearby	-51.54349	-0.10876736	lenient	2
ENSG00000228452.1_1	RP5-994D16.9	lncRNA	transcript_overlap	-48.36838	0.9872806	no hit	2
ENSG00000228192.7_1	RP11-342M1.3	lncRNA	promoter_overlap	-0.35071132	5.483467	no hit	2
ENSG00000227533.5_1	SLC2A1-AS1	lncRNA	promoter_overlap	13.434869	2.0343933	no hit	2
ENSG00000234694.1_1	RP1-92O14.3	lncRNA	promoter_overlap	-1.8595762	5.825788	no hit	2
ENSG00000229431.1_1	RP1-92O14.6	lncRNA	transcript_overlap	-29.487507	5.4577155	no hit	2
ENSG00000229348.1_1	HYI-AS1	lncRNA	promoter_overlap	-58.625656	30.772863	no hit	2
ENSG00000236200.5_1	KDM4A-AS1	lncRNA	transcript_overlap	15.947449	-54.65223	no hit	1
ENSG00000229444.1_1	RP11-184I16.4	lncRNA	transcript_overlap	-62.861916	-2.710346	no hit	2
ENSG00000237950.1_1	RP11-7O11.3	lncRNA	promoter_overlap	-1.2821237	4.1598864	no hit	2
ENSG00000230615.6_2	RP5-1198O20.4	lncRNA	transcript_overlap	8.952057	10.485034	lenient	1
ENSG00000233602.1_2	ERI3-IT1	lncRNA	transcript_overlap	-20.104206	2.9248903	no hit	2
ENSG00000281912.1_1	LINC01144	lncRNA	transcript_overlap	-36.749798	-13.996706	no hit	2
ENSG00000230896.1_2	RP11-767N6.7	lncRNA	transcript_overlap	-39.196247	48.669865	no hit	2
ENSG00000227857.2_1	RP4-533D7.5	lncRNA	transcript_overlap	-35.814747	10.226257	no hit	2
ENSG00000269956.1_1	MKNK1-AS1	lncRNA	transcript_overlap	-44.34755	16.974495	lenient	2
ENSG00000225506.2_2	CYP4A22-AS1	lncRNA	promoter_overlap	-24.89519	31.485672	no hit	2
ENSG00000224805.2_1	LINC00853	lncRNA	promoter_overlap	-38.13259	4.3306503	no hit	2
ENSG00000225762.1_1	LINC01389	lncRNA	intergenic	-22.921232	34.329712	no hit	2
ENSG00000237424.1_1	FOXD2-AS1	lncRNA	intergenic	-32.170586	-15.428956	no hit	2
ENSG00000227947.1_1	RP11-543D5.1	lncRNA	intergenic	-36.743374	20.590239	no hit	2
ENSG00000223814.1_2	RP11-543D5.2	lncRNA	transcript_overlap	-36.249058	14.477311	no hit	2
ENSG00000226133.6_2	RP4-683M8.2	lncRNA	transcript_overlap	-39.599087	21.503983	no hit	2
ENSG00000223720.2_1	RP5-1024N4.2	lncRNA	intergenic	-31.337885	25.00374	no hit	2
ENSG00000117834.12_2	SLC5A9	mRNA	protein_coding	-4.5841627	-14.923524	lenient	1
ENSG00000272491.1_1	RP5-1024N4.4	lncRNA	transcript_overlap	-37.412266	13.971035	no hit	2
ENSG00000233407.1_1	RP11-567C20.3	lncRNA	intergenic	-11.572503	38.824894	no hit	2
ENSG00000236434.2_1	RP11-296A18.6	lncRNA	transcript_overlap	-51.875282	8.353508	no hit	2
ENSG00000261664.5_1	TTC39A-AS1	lncRNA	transcript_overlap	-30.115236	-11.77398	no hit	2
ENSG00000227070.1_1	RP11-191G24.1	lncRNA	transcript_overlap	0.7096266	7.161688	lenient	2
ENSG00000266993.3_2	RP4-657D16.3	lncRNA	transcript_overlap	-16.851921	34.11926	no hit	2
ENSG00000272175.1_1	RP4-657D16.6	lncRNA	transcript_overlap	-59.594334	24.862186	no hit	2
ENSG00000272100.1_1	RP11-155O18.6	lncRNA	transcript_overlap	-41.021927	4.1309533	no hit	2
ENSG00000272371.1_1	RP11-25O10.2	lncRNA	intergenic	-53.34802	17.096476	no hit	2
ENSG00000242391.2_1	RP4-631H13.2	lncRNA	transcript_overlap	-52.992367	36.03934	no hit	2
ENSG00000259818.1_1	RP5-1024G6.7	lncRNA	promoter_overlap	-36.67952	36.651115	no hit	2
ENSG00000226754.1_1	RP5-1024G6.5	lncRNA	transcript_overlap	4.351795	12.833076	no hit	2
ENSG00000228838.1_1	RP4-784A16.2	lncRNA	transcript_overlap	-37.699196	-19.727982	no hit	2
ENSG00000225030.1_2	RP4-784A16.3	lncRNA	transcript_overlap	-45.639526	8.781156	no hit	2
ENSG00000232762.1_1	RP4-784A16.4	lncRNA	transcript_overlap	-38.922558	-19.333448	no hit	2
ENSG00000230138.1_1	RP11-117D22.2	lncRNA	intergenic	-1.2541317	5.582464	no hit	2
ENSG00000280378.1_2	RP4-758J24.6	lncRNA	transcript_overlap	-57.11625	-6.9681892	no hit	2
ENSG00000233203.6_2	RP11-67L3.4	lncRNA	promoter_overlap	-49.117104	1.4464977	lenient	2
ENSG00000233271.1_1	RP11-12C17.2	lncRNA	transcript_overlap	-40.495346	-20.694159	no hit	2
ENSG00000234810.2_1	RP11-90C4.1	lncRNA	intergenic	2.692953	45.231236	no hit	2
ENSG00000223956.2_1	RP4-710M16.2	lncRNA	intergenic	-3.5520344	15.637712	no hit	2
ENSG00000227935.1_1	RP6-102O10.1	lncRNA	transcript_overlap	-52.775936	32.677586	no hit	2
ENSG00000283445.1_1	RP11-63G10.4	lncRNA	intergenic	-61.867397	-5.8784027	no hit	2
ENSG00000272226.1_1	RP11-63G10.3	lncRNA	transcript_overlap	-55.44475	-3.4997842	no hit	2
ENSG00000231740.1_1	RP11-63G10.2	lncRNA	transcript_overlap	-63.426918	2.1280222	no hit	2
ENSG00000232453.6_1	RP4-794H19.1	lncRNA	transcript_overlap	-42.15408	-4.042123	no hit	2
ENSG00000237352.3_1	LINC01358	lncRNA	transcript_overlap	29.66743	25.999754	no hit	1
ENSG00000241042.1_2	RP11-145M4.1	lncRNA	transcript_overlap	-66.757576	3.266884	no hit	2
ENSG00000235215.2_2	RP11-145M4.2	lncRNA	transcript_overlap	-54.8993	-3.2488997	no hit	2
ENSG00000224609.6_1	HSD52	lncRNA	transcript_overlap	-11.001757	6.463997	no hit	2
ENSG00000270457.1_1	RP11-467C18.1	lncRNA	intergenic	-65.792564	21.720572	no hit	2
ENSG00000226476.3_1	RP11-776H12.1	lncRNA	intergenic	13.923328	24.30835	no hit	2
ENSG00000231252.2_1	RP11-436K8.1	lncRNA	transcript_overlap	9.047016	-66.688385	lenient	1
ENSG00000237928.5_1	NFIA-AS2	lncRNA	transcript_overlap	6.170944	-63.171238	no hit	2
ENSG00000271200.1_1	RP11-430G17.3	lncRNA	promoter_overlap	-29.598375	-13.086781	no hit	2
ENSG00000240563.1_1	L1TD1	mRNA	protein_coding	12.281632	17.086191	no hit	2
ENSG00000235545.1_1	RP11-230B22.1	lncRNA	promoter_overlap	-12.593074	19.510082	no hit	2
ENSG00000234318.1_1	RP4-771M4.3	lncRNA	intergenic	-31.043741	21.54216	no hit	2
ENSG00000203605.3_1	RP11-335E6.2	lncRNA	transcript_overlap	-14.833143	41.050224	no hit	2
ENSG00000224209.7_2	LINC00466	lncRNA	transcript_overlap	6.423417	35.731293	no hit	2
ENSG00000228734.2_1	RP11-335E6.3	lncRNA	transcript_overlap	-45.25614	43.64438	no hit	2
ENSG00000230798.5_1	FOXD3-AS1	lncRNA	transcript_overlap	11.54916	-64.27479	hit	1
ENSG00000187140.5_1	FOXD3	mRNA	protein_coding	-21.127314	-23.005411	no hit	2
ENSG00000116652.6_2	DLEU2L	lncRNA	transcript_overlap	-34.352467	43.112545	no hit	2
ENSG00000223949.6_1	ROR1-AS1	lncRNA	transcript_overlap	-26.24354	35.441	no hit	2
ENSG00000226891.7_2	LINC01359	lncRNA	gene_nearby	-5.178899	16.628883	no hit	2
ENSG00000272506.1_1	RP4-535B20.4	lncRNA	gene_nearby	-55.671093	18.11365	no hit	2
