chr8	23819401	23825401
chr8	41167801	41170401
chr1	4814596	4817996
chr12	117488401	117491801
chr17	63053867	63055467
chrX	15597449	15599649
chr8	101346401	101349801
chr1	50858396	50860996
chr1	192119996	192122196
chr12	74070801	74073201
chr2	99079397	99083197
chr2	119953397	119957397
chrX	104668649	104671449
chr1	8497596	8500796
chr1	23042396	23044796
chr1	23697196	23698596
chr1	27624996	27627796
chr1	36930996	36931996
chr1	40779996	40781796
chr1	42805196	42807796
chr1	54421596	54424596
chr1	68638196	68641196
chr1	94533796	94536196
chr1	94791596	94793996
chr1	96206996	96210196
chr1	100300596	100303796
chr1	110500996	110504996
chr1	113240396	113244796
chr1	145500596	145503196
chr1	146576996	146579996
chr1	158974596	158977796
chr1	160916596	160920596
chr1	201480196	201482996
chr1	211394596	211399196
chr1	214686796	214689796
chr1	217076396	217079396
chr1	223958396	223961196
chr10	3136013	3139013
chr10	3867013	3870013
chr10	11872213	11875213
chr10	17429813	17431613
chr10	29227813	29230413
chr10	30344613	30347413
chr10	51540613	51544813
chr10	71813213	71815213
chr10	73619413	73621813
chr10	73796213	73799413
chr10	77188613	77191213
chr10	78189413	78194413
chr10	82263813	82270613
chr10	92688813	92692213
chr10	97067613	97070013
chr10	102100013	102103013
chr10	123195013	123198013
chr11	7928332	7929532
chr11	9339532	9342332
chr11	11712332	11714732
chr11	18920532	18923932
chr11	37879132	37882532
chr11	44998532	45002132
chr11	59523732	59524932
chr11	67524132	67528732
chr11	75269132	75271332
chr11	78127132	78127732
chr11	86667532	86668332
chr11	86707732	86712532
chr11	107266932	107269732
chr11	109652532	109655732
chr11	110168332	110170132
chr11	116327332	116329932
chr11	117685132	117687132
chr11	123036332	123042532
chr12	610801	613601
chr12	617601	620601
chr12	679401	682201
chr12	8002801	8009801
chr12	8787401	8793801
chr12	16065001	16065801
chr12	22852201	22855401
chr12	32571201	32574001
chr12	38778001	38780801
chr12	43378401	43382001
chr12	53300401	53302601
chr12	53318201	53319201
chr12	59309201	59311401
chr12	93399401	93402601
chr12	93412601	93418001
chr12	95522201	95525601
chr12	114369401	114372201
chr12	122069801	122072401
chr12	122850801	122854001
chr13	23386713	23389713
chr13	24692913	24695513
chr13	30687113	30690113
chr13	38218913	38222713
chr13	43627713	43630713
chr13	45695513	45696313
chr13	50019313	50020113
chr13	82560113	82563513
chr13	100701913	100705113
chr14	35815341	35818341
chr14	39671741	39674741
chr14	45288741	45291341
chr14	53300741	53303541
chr14	53318741	53321741
chr14	54757141	54759741
chr14	57827941	57833341
chr14	62067941	62070741
chr14	69402541	69407341
chr14	69559741	69562741
chr14	69595741	69597941
chr14	74237341	74239741
chr14	74251341	74252741
chr14	76112941	76115941
chr14	84719941	84722941
chr14	96926941	96929741
chr14	101298741	101299941
chr15	66970799	66973599
chr15	70995599	70997599
chr15	85360799	85362999
chr15	93207199	93212999
chr16	19298843	19304843
chr16	30816243	30818643
chr16	53544243	53546843
chr16	57221243	57222443
chr17	7744667	7748267
chr17	12633267	12636067
chr17	17595667	17598667
chr17	17626867	17629467
chr17	38499267	38503267
chr17	39685467	39687667
chr17	39948467	39951467
chr17	55928267	55931267
chr17	57298667	57299467
chr17	72741667	72743667
chr17	73548267	73550667
chr17	76264067	76270067
chr17	76730667	76736267
chr17	79317467	79320667
chr18	271403	273803
chr18	2001203	2003803
chr18	7568203	7569403
chr18	7733403	7737203
chr18	19569803	19573203
chr18	19772603	19775203
chr18	25643203	25647003
chr18	28790203	28792603
chr18	28840603	28843203
chr18	56297003	56297803
chr18	66608403	66612403
chr19	1886609	1889009
chr19	2949209	2951609
chr19	8092609	8095409
chr19	23905809	23908609
chr19	33545609	33548409
chr19	41426409	41429009
chr19	41828809	41832809
chr19	48150209	48153009
chr19	48393809	48396409
chr19	49376609	49377609
chr19	53101809	53105409
chr19	53530209	53533409
chr19	58321009	58323209
chr19	58342609	58343209
chr2	11721797	11724397
chr2	16208997	16211797
chr2	16606197	16608797
chr2	26972197	26974797
chr2	38503997	38506997
chr2	47260197	47263997
chr2	64881997	64882597
chr2	68121797	68124197
chr2	128799197	128802397
chr2	154448397	154451197
chr2	182757397	182758397
chr2	186289397	186291597
chr2	194005997	194009197
chr2	201512597	201515397
chr2	203012397	203015197
chr2	216482197	216485997
chr2	228330397	228332997
chr2	230844197	230846797
chr20	18013008	18015608
chr20	25203208	25205408
chr20	25605608	25606808
chr20	30947008	30948008
chr20	42998208	43001808
chr20	49707808	49710608
chr20	52739008	52741408
chr21	16438002	16438802
chr21	23745802	23748602
chr21	30672602	30673402
chr21	35446802	35448202
chr21	45303602	45305402
chr22	18115208	18117608
chr22	23862408	23865808
chr22	26461408	26465808
chr22	37595208	37598008
chr22	38678008	38681208
chr22	48634408	48637408
chr3	5164798	5165798
chr3	9245198	9247398
chr3	15350798	15353798
chr3	58455798	58458598
chr3	64223598	64226998
chr3	73001398	73007398
chr3	100319998	100323398
chr3	101293998	101294598
chr3	106860198	106863598
chr3	112037998	112042198
chr3	122186598	122189598
chr3	129554998	129557798
chr3	132001998	132003198
chr3	134051398	134054198
chr3	135231998	135233998
chr3	138633198	138635798
chr3	149957998	149961598
chr3	156846598	156849198
chr3	182168198	182170798
chr3	184299798	184303798
chr3	184319998	184322998
chr3	193499198	193501798
chr4	15159401	15162201
chr4	30718001	30721001
chr4	39558601	39561801
chr4	69146401	69149801
chr4	74464001	74466401
chr4	77722401	77725401
chr4	77871801	77872601
chr4	83935001	83936001
chr4	98824201	98826201
chr4	134561601	134564601
chr4	139830001	139833801
chr4	140587801	140592601
chr4	140654201	140658201
chr4	141139401	141142001
chr4	141172601	141176001
chr4	141678401	141679001
chr4	186479801	186482201
chr5	1326673	1329873
chr5	31426673	31429273
chr5	58653673	58655473
chr5	58855673	58860273
chr5	60625873	60627073
chr5	79388473	79391273
chr5	79405473	79408673
chr5	79499673	79502873
chr5	90575073	90577473
chr5	107100873	107106473
chr5	124241873	124246273
chr5	127874873	127876073
chr5	156460273	156463473
chr6	7346801	7349801
chr6	7547801	7550201
chr6	11233801	11235001
chr6	21899801	21904601
chr6	30174001	30176801
chr6	43878001	43880601
chr6	47636401	47639401
chr6	52589401	52592401
chr6	84171401	84174001
chr6	96007801	96011601
chr6	106440201	106443801
chr6	106493001	106495601
chr6	109704601	109705201
chr6	138407201	138410401
chr6	138426601	138427601
chr6	168672401	168676401
chr7	4777577	4780177
chr7	4783177	4785977
chr7	5456977	5459977
chr7	5613177	5615977
chr7	13055777	13058977
chr7	95469977	95473377
chr7	99866577	99868777
chr7	113724377	113725177
chr7	118512377	118515177
chr7	135456777	135459977
chr7	137650977	137653777
chr8	1712801	1714801
chr8	8629001	8631601
chr8	11498401	11501601
chr8	12808201	12810801
chr8	12916001	12919001
chr8	22299401	22300201
chr8	22405801	22408201
chr8	22418001	22421001
chr8	23308201	23311401
chr8	30674001	30676401
chr8	37938201	37941001
chr8	42996401	42997001
chr8	61935401	61938001
chr8	68021001	68023801
chr8	122680601	122683401
chr8	125698801	125701201
chr8	138424401	138428401
chr8	145635601	145637601
chr9	19201248	19203648
chr9	33170848	33173648
chr9	38379448	38382648
chr9	94618448	94621848
chr9	94646648	94650048
chr9	100746448	100747848
chr9	104985248	104987248
chr9	114827448	114830048
chr9	116216448	116219248
chr9	124049848	124052848
chr9	131936448	131939248
chr9	132834448	132837248
chrX	6300649	6303449
chrX	42473649	42476649
chrX	79767049	79769849
chrX	85256449	85259049
chrX	89467649	89470449
chrX	107615249	107619249
chrX	112093449	112097049
chrX	116063249	116066649
chr1	3529396	3531996
chr1	8063796	8066996
chr1	16441196	16444196
chr1	26173596	26176796
chr1	41328996	41330596
chr1	54699596	54702196
chr1	55697796	55700596
chr1	65742596	65746196
chr1	80167396	80170196
chr1	87239196	87242196
chr1	90031396	90034196
chr1	90662796	90666396
chr1	100249396	100253796
chr1	109757596	109758396
chr1	111761396	111764196
chr1	116957796	116959996
chr1	155945796	155946796
chr1	159879196	159881796
chr1	159884796	159887596
chr1	160598796	160602196
chr1	161284996	161285996
chr1	164743396	164745596
chr1	204385596	204390596
chr1	221682796	221689196
chr1	232690196	232695396
chr10	3733613	3736613
chr10	11060813	11061413
chr10	14689813	14692413
chr10	21177613	21181813
chr10	26804613	26810013
chr10	35096813	35099413
chr10	47152213	47154013
chr10	47768013	47770213
chr10	61934413	61936613
chr10	73397613	73400013
chr10	87306613	87308813
chr10	95765613	95767813
chr10	103365613	103369013
chr10	112395813	112398613
chr10	112460013	112463213
chr11	6300932	6303932
chr11	13131532	13134132
chr11	28943132	28946132
chr11	65885532	65888332
chr11	76498532	76501132
chr11	78090332	78094132
chr11	78736132	78738532
chr11	86132732	86136132
chr11	100606132	100608932
chr11	113061932	113064332
chr11	121592532	121595132
chr11	123277332	123280532
chr11	123301932	123302732
chr11	127261732	127265532
chr11	129945932	129948932
chr12	8133801	8137001
chr12	23010801	23013601
chr12	23067801	23071001
chr12	32200001	32201601
chr12	52889001	52891801
chr12	53277201	53279801
chr12	59477601	59481201
chr12	65564201	65564801
chr12	73401201	73404001
chr12	93479001	93483601
chr12	96139201	96141801
chr12	96792601	96793201
chr13	26544713	26547913
chr13	30423113	30423713
chr13	53764313	53767113
chr13	60731113	60734113
chr13	78094713	78097313
chr13	100635313	100637513
chr13	113832313	113835313
chr13	114051513	114054313
chr14	34546541	34548341
chr14	38056541	38058941
chr14	53421341	53422941
chr14	57463941	57467341
chr14	69516141	69519141
chr14	77550541	77551741
chr14	85258741	85260141
chr14	89147741	89150341
chr15	48027199	48030199
chr15	62774599	62776999
chr15	76325799	76328999
chr15	96595799	96598199
chr16	3356243	3356643
chr16	13324243	13328043
chr16	14143643	14146243
chr16	57809843	57811443
chr16	58043443	58047243
chr17	835267	837867
chr17	9053067	9055867
chr17	12309467	12311467
chr17	14601267	14604867
chr17	15460667	15463867
chr17	17845667	17848267
chr17	35276667	35279867
chr17	41483667	41486067
chr17	41515267	41518067
chr17	47182867	47185267
chr17	71969267	71971867
chr17	72019867	72022467
chr17	72627467	72634667
chr18	514803	519603
chr18	6565203	6568003
chr18	7146403	7149003
chr18	19512803	19516603
chr18	19658603	19661803
chr18	25624803	25627403
chr18	40500003	40502803
chr18	42517003	42520003
chr18	42522403	42524603
chr18	43667603	43670403
chr18	48406403	48407403
chr18	54876803	54879003
chr19	6659809	6663009
chr19	28618209	28622409
chr19	46742609	46746209
chr19	53244009	53247009
chr2	17128797	17132797
chr2	20248997	20250597
chr2	22916397	22919397
chr2	23858997	23861597
chr2	26561597	26564397
chr2	80588797	80593797
chr2	85646997	85649997
chr2	106566397	106568797
chr2	120994797	120996597
chr2	129294197	129296597
chr2	136630397	136632997
chr2	136882197	136885197
chr2	159474797	159477397
chr2	169515997	169519397
chr2	201989197	201992597
chr2	208664997	208667797
chr2	208711397	208714397
chr2	222359597	222361797
chr2	237731397	237734997
chr2	238510797	238513797
chr20	6688208	6692008
chr20	22555208	22558208
chr20	31318408	31320808
chr20	46903208	46906208
chr20	46922608	46925808
chr20	62629808	62632408
chr21	25313602	25316402
chr21	29461402	29463802
chr21	37801202	37803402
chr21	38018602	38021202
chr21	38511002	38513802
chr21	40801002	40804402
chr21	45760202	45766802
chr22	21239008	21241008
chr22	47170808	47171808
chr22	49843208	49845608
chr3	3748198	3751398
chr3	13988398	13994598
chr3	117115798	117119998
chr3	119356998	119358798
chr3	129106598	129108398
chr3	129775598	129779798
chr3	141515398	141517798
chr3	160513398	160516398
chr3	189850398	189853398
chr3	195586198	195588798
chr4	8561001	8563801
chr4	40262201	40264801
chr4	56633401	56636001
chr4	78095401	78100401
chr4	79473601	79475001
chr4	87951001	87954601
chr4	111392601	111395201
chr4	111535001	111538001
chr4	111713801	111716801
chr4	129751801	129754601
chr4	134188401	134192401
chr4	141663601	141666601
chr4	171030801	171034001
chr5	9547073	9547873
chr5	58956673	58959073
chr5	64055073	64058273
chr5	78496273	78498873
chr5	92110673	92114073
chr5	95067673	95068673
chr5	112537473	112541273
chr5	124256873	124259873
chr5	124994473	124997273
chr5	138297873	138301073
chr5	146420273	146423873
chr5	146786473	146788673
chr5	175578473	175581073
chr6	15409001	15411601
chr6	15430601	15436401
chr6	27014201	27019401
chr6	32134601	32137201
chr6	37532201	37535001
chr6	83316801	83319601
chr6	90209001	90212401
chr6	106527201	106530001
chr6	136388401	136391001
chr6	145747601	145750401
chr6	152634001	152636801
chr6	155251201	155255001
chr6	160814601	160817001
chr7	6940977	6943977
chr7	7033977	7036577
chr7	9243177	9245577
chr7	22516377	22519377
chr7	30635377	30635977
chr7	86591777	86594177
chr7	92545177	92547577
chr7	95772177	95774977
chr7	107875177	107878177
chr7	109920977	109924177
chr7	120496577	120497177
chr7	123901377	123904777
chr7	135546777	135548977
chr7	138792577	138793377
chr8	12988801	12989801
chr8	37927401	37930801
chr8	55133801	55142001
chr8	59713001	59716001
chr8	61487801	61490801
chr8	75020201	75023001
chr8	81190601	81193601
chr8	85811201	85815001
chr8	98243601	98246001
chr8	126557401	126559801
chr9	35490848	35491648
chr9	38226648	38229048
chr9	84429048	84431448
chr9	91395848	91399648
chr9	94668648	94671648
chr9	114424848	114426248
chr9	117881448	117882248
chrX	34045649	34048449
chrX	39060049	39062649
chrX	39333449	39337449
chrX	55145849	55149449
chr1	52421996	52427196
chr1	111901596	111904196
chr1	113382396	113384996
chr1	113759196	113762396
chr1	182277996	182280396
chr11	8834932	8837332
chr11	71420732	71425332
chr11	76478332	76483732
chr11	87774932	87779532
chr11	91463132	91465732
chr11	126974732	126977732
chr11	129672532	129674732
chr12	1597401	1599601
chr12	10723201	10726001
chr12	39515801	39518401
chr12	54824801	54827401
chr12	59342001	59345401
chr12	87544001	87546801
chr12	96708601	96710801
chr12	115148601	115150601
chr13	43631913	43636913
chr13	47911313	47913313
chr13	113823113	113826113
chr14	23029141	23035141
chr14	28590141	28592941
chr14	57123341	57127341
chr14	63128541	63131541
chr15	50501799	50504199
chr15	66995599	66996199
chr16	5965443	5968243
chr16	30906443	30906843
chr17	37056467	37058867
chr17	38462267	38464267
chr17	41534267	41537267
chr17	56003267	56006067
chr18	19689203	19691603
chr18	59303003	59306403
chr19	20386209	20389209
chr19	45358809	45361009
chr2	11689997	11695397
chr2	11697797	11700797
chr2	31429997	31432597
chr2	38322397	38325397
chr2	96378197	96380997
chr2	114111797	114114797
chr2	136980997	136983997
chr2	171118797	171121797
chr2	202883597	202885997
chr2	206543797	206546197
chr20	17660008	17661808
chr20	21842408	21844608
chr20	47441208	47443408
chr20	48349408	48351808
chr22	21558808	21561608
chr3	14503398	14505998
chr3	72792398	72796798
chr3	119865398	119867998
chr3	129894598	129899598
chr3	137360198	137363398
chr3	176915998	176916798
chr3	177061998	177064598
chr4	9605401	9610001
chr4	95068401	95070401
chr4	113828601	113832201
chr4	140695601	140698601
chr4	141012801	141017801
chr5	17063673	17067873
chr5	35158273	35160873
chr5	63987073	63987873
chr5	67251873	67254673
chr5	133341673	133342273
chr5	175867673	175870473
chr6	1595801	1599001
chr6	6229201	6231801
chr6	21101401	21104001
chr6	27739201	27742001
chr6	119661401	119664001
chr6	139854201	139856601
chr7	5608577	5610977
chr7	66902977	66905977
chr7	114865177	114867777
chr7	128093577	128094777
chr8	11593201	11595801
chr8	12799001	12801201
chr8	36425601	36428001
chr9	88557248	88558048
chr9	108735248	108741848
chr9	116395648	116399048
chrX	26540249	26545449
chrX	100066449	100068849
chrX	144176049	144180049
chr1	8630996	8633796
chr1	9378996	9382196
chr1	11622796	11624996
chr1	18868396	18870196
chr1	19965796	19968396
chr1	31161796	31164596
chr1	33005596	33006996
chr1	37175596	37178396
chr1	37229596	37232796
chr1	44377596	44380396
chr1	48907796	48910396
chr1	53139596	53141796
chr1	55366596	55369196
chr1	63225396	63227996
chr1	69776996	69779796
chr1	91033196	91035396
chr1	99128196	99128596
chr1	144060796	144063196
chr1	145725996	145726596
chr1	172875196	172877796
chr1	173821396	173823996
chr1	178597796	178599796
chr1	181058596	181059996
chr1	181148396	181151396
chr1	182282996	182285596
chr1	184550596	184553596
chr1	184663996	184666796
chr1	186480796	186483596
chr1	208292396	208295596
chr1	208331596	208334196
chr1	208381596	208384396
chr1	208443196	208446396
chr1	212174796	212177396
chr1	219748596	219752196
chr1	222299796	222302196
chr1	224006996	224009796
chr1	227012596	227016396
chr1	233368796	233371196
chr1	247518996	247521796
chr10	3934613	3938013
chr10	5120813	5122813
chr10	8448813	8451013
chr10	15513813	15516613
chr10	30885213	30888013
chr10	49675613	49679413
chr10	71605013	71607613
chr10	91145013	91147413
chr10	95092213	95095213
chr10	95111813	95114013
chr10	99022613	99025013
chr10	103508213	103510813
chr10	103652813	103655613
chr10	109711813	109714213
chr10	134384413	134387213
chr11	9364732	9366532
chr11	16977132	16979332
chr11	23713132	23715532
chr11	38135532	38138532
chr11	47619932	47622532
chr11	65773532	65776332
chr11	75040132	75043932
chr11	76469132	76471732
chr11	78204532	78207732
chr11	78850732	78853132
chr11	93551132	93554132
chr11	95899532	95901532
chr11	97202132	97204732
chr11	119248132	119250932
chr11	124059532	124062532
chr12	25781801	25784801
chr12	27673401	27676001
chr12	29792201	29793001
chr12	33334401	33337401
chr12	47642601	47645001
chr12	48244201	48247001
chr12	53808001	53810801
chr12	63037601	63041601
chr12	63132801	63135001
chr12	63186001	63189201
chr12	65074801	65078201
chr12	68334001	68337201
chr12	79073601	79075801
chr12	89968001	89970001
chr12	96850401	96852801
chr13	25164913	25167513
chr13	27470513	27472913
chr13	36338513	36341113
chr13	44938113	44940113
chr13	53849513	53851913
chr13	61327913	61330513
chr13	110363713	110365713
chr13	111192513	111195113
chr13	111200713	111203513
chr14	36911541	36913941
chr14	39004941	39007341
chr14	48734941	48738341
chr14	57263341	57267141
chr14	57532341	57537141
chr14	65692141	65694941
chr14	66511341	66513541
chr14	74170941	74173541
chr14	78781141	78783741
chr14	87699341	87701941
chr14	88295341	88298341
chr14	92396141	92398341
chr14	101138741	101141141
chr14	102713341	102716141
chr15	47382399	47384799
chr15	48032999	48037599
chr15	48355199	48359999
chr15	54896399	54898399
chr15	60077999	60080599
chr15	66754199	66757399
chr15	67133999	67137199
chr15	67727799	67730399
chr15	89085999	89086999
chr16	14749443	14752643
chr16	19365043	19367243
chr16	52679843	52684843
chr16	56893843	56896643
chr16	58504443	58510043
chr16	59329043	59331643
chr16	77472043	77475043
chr16	77496043	77497843
chr16	81111843	81112643
chr16	83422643	83425443
chr17	1863067	1865667
chr17	3434467	3435467
chr17	9098667	9100867
chr17	9439467	9443667
chr17	34850667	34853667
chr17	36944867	36947467
chr17	42222267	42224067
chr17	46236867	46239667
chr17	49684467	49687067
chr17	76273267	76275467
chr18	456403	458603
chr18	6605203	6608203
chr18	7808603	7811203
chr18	20868203	20871203
chr18	24289203	24291803
chr18	32934803	32937203
chr18	45882403	45885003
chr18	51648603	51651803
chr18	54872603	54875403
chr18	59376803	59379403
chr19	4671409	4672609
chr19	8515809	8518009
chr19	20076409	20078409
chr19	46748209	46750609
chr19	54961209	54961809
chr2	17621797	17624197
chr2	37641597	37643597
chr2	37963797	37966997
chr2	38658397	38661197
chr2	38667797	38675197
chr2	44551797	44554797
chr2	45294797	45296997
chr2	51089597	51092597
chr2	54314197	54316997
chr2	63624397	63627597
chr2	66572597	66574597
chr2	67443397	67444797
chr2	69575397	69577997
chr2	74234997	74237397
chr2	76483597	76486397
chr2	82346597	82348997
chr2	82483997	82489197
chr2	99127597	99131797
chr2	109224997	109226797
chr2	110448197	110452597
chr2	112804197	112806997
chr2	128999797	129002797
chr2	136933997	136939197
chr2	142698197	142699997
chr2	142712397	142717597
chr2	160837997	160840797
chr2	192114997	192116597
chr2	205091997	205094797
chr2	206549797	206552797
chr2	219862997	219865397
chr2	228068397	228072997
chr2	234316797	234319597
chr2	235598597	235604397
chr20	4014408	4016208
chr20	6809608	6813208
chr20	22405808	22408208
chr20	22580408	22583008
chr20	31537208	31540208
chr20	35474208	35476808
chr20	44068808	44071808
chr20	44077408	44079808
chr20	45573208	45575808
chr21	45683002	45684802
chr22	17597208	17599608
chr22	24146408	24148408
chr22	33140208	33142608
chr22	33205608	33209808
chr22	39107608	39110208
chr3	22054198	22058598
chr3	49502598	49504198
chr3	57969398	57972198
chr3	59174598	59176998
chr3	61062398	61064398
chr3	66465998	66468798
chr3	75441598	75444598
chr3	75548198	75552798
chr3	90129798	90135998
chr3	146121998	146124398
chr3	155044198	155047198
chr3	160112598	160114798
chr3	171676398	171678598
chr4	7207401	7209801
chr4	56789601	56793801
chr4	74385601	74388001
chr4	78221201	78223601
chr4	87946201	87949401
chr4	102073401	102076001
chr4	103395201	103397201
chr4	110766401	110770601
chr4	111539601	111542401
chr4	113721601	113724001
chr4	116121201	116123401
chr4	134917001	134919201
chr4	141560601	141564201
chr4	163529801	163532401
chr4	178425401	178428201
chr5	20948873	20951073
chr5	28861073	28863873
chr5	52727673	52730873
chr5	111189473	111192473
chr5	124816273	124818473
chr5	141547873	141550873
chr5	142398073	142400673
chr5	143994273	143997473
chr5	162699873	162702873
chr6	1757401	1759801
chr6	2589001	2591201
chr6	21953201	21956201
chr6	33514801	33517801
chr6	37427001	37430001
chr6	40835001	40837401
chr6	44750801	44753401
chr6	51194801	51196801
chr6	70480801	70484001
