transcript_id	gene_id	gene_name	csf	cleaner_gene_biotype	cleaner_transcript_biotype	hESC_rep1	hESC_rep2	endo_rep1	endo_rep2	meso_rep1	meso_rep2	hESC_mean	endo_mean	meso_mean	overall_mean	threshold	qval_hESC_endo	qval_hESC_meso	endo_hESC_log2fc	meso_hESC_log2fc	lin
ENST00000413411.5_1	ENSG00000086475.14_1	SEPHS1	protein_coding	protein_coding	protein_coding	158.899837204606	156.31376394114702	36.301323123854296	42.2561562040653	12.913214292699498	2.39759122497077	157.60680057287652	39.2787396639598	7.655402758835133	68.18031433189049	expressed	0.0004983128826588429	0.0284461864448924	-1.977364183979679	-4.195709866900212	hESC
ENST00000425947.1_1	ENSG00000086475.14_1	SEPHS1	protein_coding	protein_coding	protein_coding	49.11062725009089	44.2614039005079	7.04414320813421	7.26650490082497	2.46138011855513	0.873143335753516	46.686015575299386	7.155324054479589	1.6672617271543229	18.502867118977765	expressed	0.00135679943998281	0.0087371808878077	-2.547752133638863	-4.160134940256	hESC
ENST00000473291.1_1	ENSG00000132297.11_2	HHLA1	protein_coding	protein_coding	protein_coding	242.513000381906	242.963312180406	27.9118436789816	27.9747896684591	4.59984412041797	7.5925822644968495	242.738156281156	27.94331667372035	6.09621319245741	92.25922871577794	expressed	0.000351273060734306	0.00441042792238182	-3.0740299593374134	-5.102138953571008	hESC
ENST00000337130.9_1	ENSG00000169764.14_2	UGP2	protein_coding	protein_coding	protein_coding	241.32842348894798	230.01804661074902	7.79540180574129	6.235638972289599	6.582733084829051	1.78526342375075	235.67323504984853	7.015520389015443	4.1839982542899	82.29091789771795	expressed	0.000510187436516045	0.00984298391990857	-4.883956566246519	-5.512687520891005	hESC
ENST00000613823.1_1	ENSG00000169764.14_2	UGP2	protein_coding	protein_coding	protein_coding	221.66216352837398	218.6079250748	28.3027842614338	18.7562809396062	38.2821558797632	52.45473016521629	220.135044301587	23.52953260052	45.368443022489735	96.34433997486558	expressed	0.00265661629727307	0.0137299194217148	-3.1723360245332013	-2.253712484615896	hESC
ENST00000488245.6_2	ENSG00000169764.14_2	UGP2	protein_coding	protein_coding	protein_coding	64.7901107479229	48.3910183396458	1.83966064378138	2.62851652209856	7.89383201309443e-05	0.0	56.59056454378434	2.2340885829399704	3.946916006547215e-05	19.608230865294797	expressed	0.00176675552572413	0.00406508330178576	-4.154401363987162	-5.847703618478553	hESC
ENST00000568293.1_1	ENSG00000169715.14_1	MT1E	protein_coding	protein_coding	protein_coding	202.281091317399	241.3838053861	0.187696457065175	0.0	0.0	0.0804308156164886	221.8324483517495	0.0938482285325875	0.0402154078082443	73.98883732936343	expressed	0.0029297277784236697	0.0038380927588448897	-7.6704029416585024	-7.7429332071090995	hESC
ENST00000306061.10_1	ENSG00000169715.14_1	MT1E	protein_coding	protein_coding	protein_coding	122.25380081057301	141.155194638589	0.0	0.0	0.0	0.0	131.70449772458102	0.0	0.0	43.901499241527006	expressed	0.000294335267131665	0.0028240853672495602	-7.052073458259655	-7.052073458259655	hESC
ENST00000526457.3_2	ENSG00000154237.12_2	LRRK1	protein_coding	protein_coding	protein_coding	209.39160750737702	211.798720590429	57.1701946469611	64.09467372787539	2.12207519473963	2.5981322101530804	210.59516404890306	60.63243418741824	2.360103702446355	91.19590064625588	expressed	0.00048162664985307405	0.0028240853672495602	-1.7795449784951336	-5.976657085790919	hESC
ENST00000417368.6_1	ENSG00000008311.14_1	AASS	protein_coding	protein_coding	protein_coding	203.16606128287398	206.589801154608	14.229233038847001	19.243301058945697	4.2709916185950805	1.58915416598831	204.877931218741	16.736267048896348	2.9300728922916948	74.84809038664302	expressed	0.000512300987619763	0.00511790823989915	-3.5370148879316274	-5.711089309616942	hESC
ENST00000460376.5_1	ENSG00000008311.14_1	AASS	protein_coding	protein_coding	protein_coding	72.3801971667766	76.40055309916329	5.76715482524243	7.056419185332509	2.14057573749397	0.470850568147697	74.39037513296995	6.4117870052874695	1.3057131528208334	27.36929176369275	expressed	0.000374840586825967	0.0129799348387023	-3.3464870227056402	-5.031095402923851	hESC
ENST00000393376.5_1	ENSG00000008311.14_1	AASS	protein_coding	protein_coding	protein_coding	40.42478567905261	38.068883413611495	3.31737800396865	2.00562884674357	9.962645124941193e-07	0.0	39.246834546332046	2.6615034253561096	4.981322562470597e-07	13.969446156606807	expressed	0.00256805712187226	0.0035528049217876203	-3.4583672676833097	-5.330802694520362	hESC
ENST00000274063.4_1	ENSG00000145423.4_1	SFRP2	protein_coding	protein_coding	protein_coding	169.637258841665	192.42870001781898	0.62959783278922	0.598430539370594	3.52162091798646	4.4863311050628605	181.032979429742	0.614014186079907	4.00397601152466	61.883656542448854	expressed	0.000294335267131665	0.0029228724393594602	-6.817402782046517	-5.1849811676106885	hESC
ENST00000433083.6_1	ENSG00000111752.10_1	PHC1	protein_coding	protein_coding	protein_coding	176.306986527087	180.142490954515	9.237369695883947	8.73055654963502	19.173212512004604	13.592254065258803	178.224738740801	8.983963122759484	16.382733288631698	67.8638117173974	expressed	0.000351273060734306	0.0030859835844073103	-4.166013373526926	-3.3660429323901675	hESC
ENST00000544916.5_1	ENSG00000111752.10_1	PHC1	protein_coding	protein_coding	protein_coding	98.47120270931092	91.0086012138788	6.42635974691494	8.66778088345726	0.7537704642413829	0.0	94.73990196159485	7.5470703151861	0.37688523212069147	34.221285836300545	expressed	0.000515762146107904	0.0592237981691094	-3.485618432394551	-6.119640112472212	hESC
ENST00000538657.5_1	ENSG00000111752.10_1	PHC1	protein_coding	protein_coding	protein_coding	51.9691684168423	62.8930154298812	0.0	0.0	1.7554222429591295	0.5547151238330911	57.43109192336175	0.0	1.1550686833961104	19.52872020225261	expressed	0.00145874523627248	0.008314676108996829	-5.86866434459646	-4.760930494949871	hESC
ENST00000325404.2_1	ENSG00000181449.3_2	SOX2	protein_coding	protein_coding	protein_coding	171.82308889379502	168.656331183295	0.229319534387597	0.0770248444113018	0.0716329227949749	0.0388673555781315	170.23971003854498	0.1531721893994494	0.055250139186553186	56.81604412237701	expressed	0.00139804712859516	0.0028240853672495602	-7.214265538042582	-7.342288467912381	hESC
ENST00000265643.3_1	ENSG00000069482.6_1	GAL	protein_coding	protein_coding	protein_coding	157.201368614341	165.720659435116	91.6966796243403	81.5122428877755	4.98965315907192	9.53044512472119	161.4610140247285	86.60446125605792	7.2600491418965545	85.10850814089433	expressed	0.0074891139282107794	0.008784623807311659	-0.8910173082819849	-4.29779937932958	hESC
ENST00000310054.8_1	ENSG00000167600.13_1	CYP2S1	protein_coding	protein_coding	protein_coding	151.932152552784	160.38594128686302	4.66093183595198	4.9323736866047	1.90990135262701	1.80926524941914	156.15904691982348	4.79665276127834	1.8595833010230751	54.27176099404164	expressed	0.000294335267131665	0.0028240853672495602	-4.7608614476021485	-5.780276581039362	hESC
ENST00000367976.3_1	ENSG00000118523.5_1	CTGF	protein_coding	protein_coding	protein_coding	152.26323747915	143.285060125951	26.0065019033174	26.695118312536	1.55880223270531	1.40325536490758	147.77414880255046	26.350810107926694	1.481028798806445	58.53532923642788	expressed	0.00039956896999670497	0.0028240853672495602	-2.4434683934065955	-5.9060415717908015	hESC
ENST00000316660.6_1	ENSG00000141682.11_1	PMAIP1	protein_coding	protein_coding	protein_coding	139.886130260085	131.164663497578	13.4734252384551	13.7730096051697	29.3769192334514	17.191326156701802	135.52539687883151	13.6232174218124	23.284122695076604	57.477578998573506	expressed	0.000351273060734306	0.007991370119598709	-3.222836675513811	-2.4910840781053825	hESC
ENST00000507152.5_1	ENSG00000248329.5_1	APELA	protein_coding	protein_coding	protein_coding	129.579651140095	117.098033802451	0.123560623905657	0.0724662190124842	0.040463345212497004	0.0605170438209827	123.338842471273	0.0980134214590706	0.05049019451673985	41.1624486957496	expressed	0.000495993543795698	0.0028240853672495602	-6.823237554007161	-6.887070547426064	hESC
ENST00000398514.7_2	ENSG00000113657.12_2	DPYSL3	protein_coding	protein_coding	protein_coding	121.01963147692499	119.28321051383699	36.5416008040034	36.7154202480485	6.222115404635769	6.7080555153012895	120.15142099538099	36.628510526025956	6.465085459968528	54.415005660458476	expressed	0.000494157121043159	0.0028240853672495602	-1.6869132378759786	-4.020508739793332	hESC
ENST00000343218.9_2	ENSG00000113657.12_2	DPYSL3	protein_coding	protein_coding	protein_coding	44.9646053729538	48.6697567305163	5.75949055919128	5.95256727494834	2.63966309646738	1.10714518909363	46.81718105173505	5.8560289170698105	1.8734041427805048	18.18220470386179	expressed	0.000425400288227333	0.00676695532685184	-2.802083982384823	-4.056696255346478	hESC
ENST00000519472.5_2	ENSG00000120885.20_2	CLU	protein_coding	protein_coding	protein_coding	111.464678330184	118.627645487575	30.972425180404702	29.036365990791307	2.99025485908037	0.720985578219302	115.04616190887951	30.004395585598008	1.8556202186498358	48.968725904375795	expressed	0.0012400650961455699	0.012222508029757	-1.9041541377303404	-5.344750875956676	hESC
ENST00000522098.1_2	ENSG00000120885.20_2	CLU	protein_coding	protein_coding	protein_coding	67.8296018814455	78.828504996306	21.8270692754312	22.8336327050529	2.87562210186194	2.7409492002332096	73.32905343887575	22.330350990242053	2.8082856510475747	32.82256336005512	expressed	0.0011859555942232	0.00317857306201578	-1.671718223876336	-4.286712634620362	hESC
ENST00000405140.7_2	ENSG00000120885.20_2	CLU	protein_coding	protein_coding	protein_coding	53.5292443967337	59.3333890852658	14.3144101699261	11.4057848576245	1.33913614442525	2.9295834158620093	56.43131674099975	12.860097513775301	2.1343597801436296	23.808591344972893	expressed	0.00275734184010514	0.0104184300762304	-2.0509002314018927	-4.195594943702855	hESC
ENST00000524970.5_1	ENSG00000154096.13_1	THY1	protein_coding	protein_coding	protein_coding	104.018381371015	120.66505685495702	1.84741409470839	1.92847242789299	6.7032434905458	0.0	112.341719112986	1.88794326130069	3.3516217452729	39.19376137318653	expressed	0.0007386534748920111	0.0971267203027447	-5.294492781374412	-4.702982020524407	hESC
ENST00000528295.5_1	ENSG00000154096.13_1	THY1	protein_coding	protein_coding	protein_coding	105.643454401868	107.59028941066799	2.03793584259485	2.24438184043426	7.58839583424706	1.3849020098247298	106.616871906268	2.141158841514555	4.4866489220358945	37.74822655660615	expressed	0.000425400288227333	0.0264467273884715	-5.0984635687925	-4.293835203506592	hESC
ENST00000284240.9_1	ENSG00000154096.13_1	THY1	protein_coding	protein_coding	protein_coding	64.5555657820585	71.9880307294832	1.47803181984501	1.6052872114365602	8.21201204592165	15.4514188136623	68.27179825577086	1.5416595156407848	11.831715429791975	27.215057733734536	expressed	0.000294335267131665	0.0298984959799517	-4.768425442947526	-2.4325540733759463	hESC
ENST00000245185.5_1	ENSG00000125148.6_1	MT2A	protein_coding	protein_coding	protein_coding	98.7433820452499	123.742152485532	0.182927567715766	0.0	0.114515634794172	0.249178640984445	111.24276726539095	0.091463783857883	0.1818471378893085	37.17202606237938	expressed	0.00953628644191625	0.00477774203667389	-6.684214412215559	-6.569435225939423	hESC
ENST00000567300.1_1	ENSG00000125148.6_1	MT2A	protein_coding	protein_coding	protein_coding	92.2689666468326	109.94546051540001	0.203394924470208	0.0638957024453552	0.0430493408910575	0.482455721360394	101.1072135811163	0.13364531345778158	0.2627525311257257	33.834537141899936	expressed	0.0018101554806823899	0.0146784568621576	-6.492971650700683	-6.337369048264548	hESC
ENST00000376509.4_1	ENSG00000102096.9_1	PIM2	protein_coding	protein_coding	protein_coding	105.344805897605	110.12542935366899	33.145382492877395	33.142865644405106	6.02146502963514	6.5088523586975	107.735117625637	33.14412406864125	6.26515869416632	49.04813346281485	expressed	0.000559619034780223	0.00292312493956126	-1.6711087267904778	-3.903679833997664	hESC
ENST00000451137.6_1	ENSG00000142871.16_2	CYR61	protein_coding	protein_coding	protein_coding	107.35987029508301	103.956508468715	28.649433056364106	28.998853205644107	5.14544009771943	4.7745690976715895	105.65818938189899	28.824143131004103	4.96000459769551	46.48077903686621	expressed	0.00045010537407586795	0.0028240853672495602	-1.838442148336944	-4.161537488459639	hESC
ENST00000261769.9_1	ENSG00000039068.18_2	CDH1	protein_coding	protein_coding	protein_coding	104.44046970009	102.313791062434	43.41192448049371	47.4049280032792	0.20643219988770894	0.00329443593157016	103.37713038126199	45.40842624188646	0.10486331790963956	49.63013998035271	expressed	0.000688912919494217	0.0248070012821412	-1.1693469637441425	-6.561793928105395	hESC
ENST00000009180.8_1	ENSG00000010278.12_2	CD9	protein_coding	protein_coding	protein_coding	89.9502058717148	88.99946435688271	19.1452432931575	17.4396599709354	26.1284292978693	21.856057065876303	89.47483511429877	18.29245163204645	23.9922431818728	43.919843309406005	expressed	0.000753268301519921	0.00834668231362761	-2.229480084582081	-1.856036176855552	hESC
ENST00000377962.7_1	ENSG00000136110.12_1	LECT1	protein_coding	protein_coding	protein_coding	84.84838531619701	89.4974359143259	0.0882184913005302	0.118583146840723	6.2409952841894185	6.72571491255407	87.17291061526146	0.1034008190706266	6.483355098371744	31.253222177567945	expressed	0.00142734326884581	0.00323116210131716	-6.320306622679032	-3.5585783440373424	hESC
ENST00000534464.1_2	ENSG00000148926.9_2	ADM	protein_coding	protein_coding	protein_coding	86.31142378990879	80.3621701557245	11.428422946593196	8.03783927743819	0.0582658295396657	0.0	83.33679697281664	9.733131112015695	0.02913291476983285	31.033020333200728	expressed	0.0022375003624675	0.0115691197484618	-2.9740912242696784	-6.356661003941031	hESC
ENST00000519511.1_1	ENSG00000113739.10_1	STC2	protein_coding	protein_coding	protein_coding	82.99031521818691	78.9559444455579	6.34865375431172	6.35896623595475	0.0	0.0	80.97312983187241	6.3538099951332345	0.0	29.10897994233521	expressed	0.00045010537407586795	0.0028240853672495602	-3.47858727642068	-6.357079177653175	hESC
ENST00000265087.8_1	ENSG00000113739.10_1	STC2	protein_coding	protein_coding	protein_coding	62.9936122442477	59.8156838784126	5.10446341166487	4.36092217411911	8.845464265130211	5.30889574408085	61.40464806133015	4.7326927928919895	7.07718000460553	24.404840286275892	expressed	0.0005729189044995321	0.00465283217826254	-3.4443686146065704	-2.949729892615096	hESC
ENST00000258499.7_1	ENSG00000136014.11_2	USP44	protein_coding	protein_coding	protein_coding	84.028382487762	77.73308551545091	1.3978981029876298	1.22164975297031	0.606959868812427	0.530137567384822	80.88073400160646	1.30977392797897	0.5685487180986245	27.58635221589468	expressed	0.000367570502127928	0.0028240853672495602	-5.1477004770609875	-5.706021790982064	hESC
ENST00000299092.3_1	ENSG00000166073.9_2	GPR176	protein_coding	protein_coding	protein_coding	70.9217614901062	75.8571070543946	10.429297545559699	9.920103494760527	0.655516108172691	0.5434146147836879	73.3894342722504	10.174700520160114	0.5994653614781895	28.05453338462957	expressed	0.00046371495587116905	0.0028240853672495602	-2.7348615581231708	-5.539436071648486	hESC
ENST00000257414.12_1	ENSG00000092421.16_1	SEMA6A	protein_coding	protein_coding	protein_coding	71.5025675171384	71.702246103219	3.90243508240506	5.596814976142548	0.0	0.0	71.6024068101787	4.749625029273805	0.0	25.4506772798175	expressed	0.000647983272320033	0.0028240853672495602	-3.658477598517268	-6.181945470044398	hESC
ENST00000343348.10_1	ENSG00000092421.16_1	SEMA6A	protein_coding	protein_coding	protein_coding	46.6402531179206	46.792720748341395	8.41868369604119	9.586328452435687	0.99366423663542	0.932948898850098	46.71648693313099	9.00250607423844	0.963306567742759	18.894099858370733	expressed	0.00039956896999670497	0.0028240853672495602	-2.2541263255274133	-4.60313045987586	hESC
ENST00000383763.5_1	ENSG00000206557.5_1	TRIM71	protein_coding	protein_coding	protein_coding	72.4201186914183	67.7509759340895	18.8061796372691	20.8180444199465	30.5677756488397	27.122801349537607	70.0855473127539	19.8121120286078	28.845288499188648	39.58098261351679	expressed	0.000428821169330178	0.0179624621888463	-1.7721328912852752	-1.2520530699008836	hESC
ENST00000504930.5_1	ENSG00000113356.11_2	POLR3G	protein_coding	protein_coding	protein_coding	67.2976949284415	66.69202097451	1.65333488283188	1.3667136996421498	4.89913168817072	5.06287021336588	66.99485795147575	1.5100242912370148	4.9810009507683	24.495294397827024	expressed	0.00073121375690159	0.00325613793878322	-4.759652416692461	-3.506966795948524	hESC
ENST00000399107.5_1	ENSG00000113356.11_2	POLR3G	protein_coding	protein_coding	protein_coding	47.916306245783396	39.9598432803534	0.5322086716272629	0.779930640588845	2.8255423951587795	0.7307003097064609	43.9380747630684	0.6560696561080539	1.7781213524326205	15.457421923869688	expressed	0.0123804385093452	0.0505703865661509	-4.76210305733946	-4.015756793050269	hESC
ENST00000168977.6_1	ENSG00000077009.13_1	NMRK2	protein_coding	protein_coding	protein_coding	62.9514300697905	67.3879457044131	22.262381487191305	19.476887400930107	0.0577136619656434	0.26551508589905	65.16968788710179	20.8696344440607	0.16161437393234668	28.733645568364953	expressed	0.00225206810341118	0.00816603869649014	-1.5972413689756682	-5.831967358863796	hESC
ENST00000289166.5_1	ENSG00000158246.7_1	FAM46B	protein_coding	protein_coding	protein_coding	60.779945138432296	64.81362461338661	6.599073167770821	5.738187279525699	1.95226390563629	2.48402015633749	62.79678487590945	6.168630223648259	2.2181420309868902	23.7278523768482	expressed	0.000645432085821594	0.0030900289044855	-3.153714337966206	-4.309183814123334	hESC
