groups	FDR
[AC012358.8-006, AC012358.8-013, AC012358.8-023];;;[NC_000002.12:+:55314161, NC_000002.12:+:55314193, NC_000002.12:+:55314194];;;experimental;;;transcript_overlap;;;3	0.951785050243953
[AC012358.8-008, AC012358.8-014, AC012358.8-016, AC012358.8-022];;;NC_000002.12:+:55314190;;;experimental;;;transcript_overlap;;;5	0.96303627578696
[AC012501.2-002, AC012501.2-001];;;NC_000002.12:-:153449819;;;experimental;;;intergenic;;;6	0.974782159821121
[AC012594.1-002, AC012594.1-055];;;NC_000002.12:-:170344927;;;experimental;;;transcript_overlap;;;8	0.978464206062642
[AC013460.1-002, AC013460.1-003];;;NC_000002.12:+:7421283;;;experimental;;;intergenic;;;4	0.962549336396097
[AC016747.3-003, AC016747.3-002, AC016747.3-004, AC016747.3-001];;;NC_000002.12:-:61144968;;;experimental;;;promoter_overlap;;;8	0.977366022570663
[AC016757.3-001, AC016757.3-002, AC016757.3-003, AC016757.3-005, AC016757.3-004];;;NC_000002.12:-:238231667;;;experimental;;;promoter_overlap;;;9	0.978297019052661
[AC017104.6-003, AC017104.6-002];;;NC_000002.12:+:231393774;;;experimental;;;gene_nearby;;;6	0.970698155375179
[AC022007.5-005, AC022007.5-006, AC022007.5-001];;;NC_000003.12:-:10011117;;;experimental;;;promoter_overlap;;;7	0.974664420307041
[AC022154.7-003, AC022154.7-002];;;NC_000019.10:-:48624010;;;experimental;;;promoter_overlap;;;4	0.968152166163956
[AC027601.1-001, AC027601.1-002];;;NC_000017.11:+:81228699;;;experimental;;;transcript_overlap;;;6	0.976882154813268
[AC068499.10-002, AC068499.10-001];;;NC_000019.10:+:18204741;;;experimental;;;promoter_overlap;;;5	0.968243269236923
[AC068831.16-001, AC068831.10-001, AC068831.10-004, AC068831.10-005];;;NC_000015.10:+:91022693;;;experimental;;;promoter_overlap;;;4	0.966541210715862
[AC069257.8-001, AC069257.8-002];;;[NC_000003.12:+:196250542, NC_000003.12:+:196250549];;;experimental;;;transcript_overlap;;;3	0.93993851513174
[AC073043.1-006, AC073043.1-010, AC073043.1-003, AC073043.1-014, AC073043.1-039, AC073043.1-047, AC073043.1-032, AC073043.1-012];;;NC_000002.12:-:199909157;;;experimental;;;intergenic;;;7	0.975085181449025
[AC073130.1-001, AC073130.1-002];;;NC_000007.14:-:116286730;;;experimental;;;promoter_overlap;;;7	0.978154437060256
[AC073283.4-004, AC073283.4-003, AC073283.4-001];;;NC_000002.12:-:47344987;;;experimental;;;promoter_overlap;;;7	0.969796296540329
[AC073343.13-001, AC073343.13-003, AC073343.13-002];;;NC_000007.14:+:6663973;;;experimental;;;multi-targeting;;;8	0.973428898494381
[AC074117.10-003, AC074117.10-002];;;NC_000002.12:+:27357139;;;experimental;;;promoter_overlap;;;8	0.978014787628675
[AC074212.6-005, AC074212.6-004, AC074212.6-003];;;NC_000019.10:+:45770952;;;experimental;;;promoter_overlap;;;6	0.973659921079345
[AC074286.1-003, AC074286.1-002, AC074286.1-001];;;NC_000002.12:-:177392690;;;experimental;;;promoter_overlap;;;6	0.976356729615913
[AC074289.1-004, AC074289.1-002];;;NC_000002.12:+:64228452;;;experimental;;;intergenic;;;6	0.973261514294767
[AC074366.3-005, AC074366.3-003, AC074366.3-004];;;NC_000002.12:-:38669527;;;experimental;;;transcript_overlap;;;4	0.906385064917005
[AC078883.3-002, AC078883.3-001];;;NC_000002.12:-:172465622;;;experimental;;;transcript_overlap;;;5	0.971234180090487
[AC079135.1-001, AC079135.1-002];;;NC_000002.12:+:236167446;;;experimental;;;promoter_overlap;;;6	0.975154090829893
[AC083884.8-006, AC083884.8-005];;;NC_000007.14:-:74727885;;;experimental;;;promoter_overlap;;;7	0.977284178740422
[AC087294.2-002, AC087294.2-001];;;NC_000017.11:+:21214343;;;experimental;;;promoter_overlap;;;4	0.966248178407609
[AC092620.2-002, AC092620.2-001];;;NC_000002.12:+:138568994;;;experimental;;;transcript_overlap;;;7	0.977667772813249
[AC093375.1-004, AC093375.1-003, AC093375.1-006, AC093375.1-008, AC093375.1-009, AC093375.1-005, AC093375.1-007];;;NC_000002.12:-:156254904;;;experimental;;;intergenic;;;6	0.975094054311597
[AC093495.4-003, AC093495.4-016];;;NC_000003.12:+:14145370;;;experimental;;;transcript_overlap;;;7	0.976939715284094
[AC093495.4-017, AC093495.4-006];;;NC_000003.12:+:14145373;;;experimental;;;transcript_overlap;;;4	0.954911253281985
[AC093627.9-003, AC093627.9-004, AC093627.9-001];;;NC_000007.14:-:149452;;;experimental;;;promoter_overlap;;;4	3.51570624464633e-16
[AC093642.3-004, AC093642.3-003, AC093642.3-002];;;NC_000002.12:+:241971178;;;experimental;;;transcript_overlap;;;6	0.96606010210247
[AC093818.1-004, AC093818.1-005, AC093818.1-001, AC093818.1-002];;;NC_000002.12:-:172556439;;;experimental;;;promoter_overlap;;;5	0.972108621260755
[AC097662.2-002, AC097662.2-001];;;NC_000002.12:-:227325169;;;experimental;;;promoter_overlap;;;7	0.977066542308247
[AC097721.2-002, AC097721.2-001];;;NC_000002.12:-:138501694;;;experimental;;;promoter_overlap;;;6	0.97509050650601
[AC097724.3-001, AC097724.3-002];;;NC_000002.12:-:28736230;;;experimental;;;intergenic;;;9	0.950903148264882
[AC098973.2-002, AC098973.2-003];;;NC_000003.12:+:27821498;;;experimental;;;transcript_overlap;;;5	0.968803670649308
[AC104653.1-002, AC024704.2-001];;;NC_000002.12:-:113831572;;;experimental;;;promoter_overlap;;;7	0.977846565331364
[AC104655.3-002, AC104655.3-003, AC104655.3-001];;;NC_000002.12:+:105144069;;;experimental;;;intergenic;;;3	0.838945847177519
[AC104667.3-002, AC104667.3-001];;;NC_000002.12:+:237591198;;;experimental;;;promoter_overlap;;;6	0.974681360044754
[AC106875.1-002, AC106875.1-001];;;NC_000002.12:+:11681436;;;experimental;;;transcript_overlap;;;5	0.883673945196484
[AC108025.2-001, AC108025.2-002, LINC01248-001];;;NC_000002.12:-:5691296;;;experimental;;;promoter_overlap;;;8	0.978384798552722
[AC108142.1-001, AC108142.1-006];;;NC_000004.12:-:182144442;;;experimental;;;promoter_overlap;;;7	0.975394229536792
[AC108142.1-003, AC108142.1-004];;;NC_000004.12:-:182085083;;;experimental;;;intergenic;;;7	0.975081629175868
[AC108488.4-001, AC108488.4-002, AC108488.4-003];;;NC_000002.12:-:3533882;;;experimental;;;transcript_overlap;;;5	0.970641046903983
[AC108488.4-005, AC108488.4-004];;;NC_000002.12:-:3536851;;;experimental;;;transcript_overlap;;;5	0.971862419878948
[AC113189.5-001, AC113189.5-002];;;NC_000017.11:-:7584085;;;experimental;;;promoter_overlap;;;7	0.748808754745615
[AC113189.5-003, AC113189.5-004];;;NC_000017.11:-:7583548;;;experimental;;;promoter_overlap;;;6	0.976608802070604
[AC113617.1-003, AC113617.1-001];;;NC_000004.12:+:117360639;;;experimental;;;promoter_overlap;;;4	0.958730905636026
[AC124789.1-001, AC124789.1-006];;;NC_000017.11:-:38452399;;;experimental;;;transcript_overlap;;;7	0.975246655116811
[AC124789.1-004, AC124789.1-003, AC124789.1-005];;;NC_000017.11:-:38451909;;;experimental;;;transcript_overlap;;;5	0.928653661161333
[AC124944.3-002, AC124944.3-001];;;NC_000003.12:+:195912048;;;experimental;;;promoter_overlap;;;6	0.975428092283259
[AC156455.1-002, AC156455.1-001];;;NC_000012.12:+:122063399;;;experimental;;;intergenic;;;5	0.967882144211803
[ADIRF-AS1-001, ADIRF-AS1-002, RP11-96C23.15-001];;;NC_000010.11:-:86971209;;;experimental;;;promoter_overlap;;;6	0.972673644747192
[ADORA2A-AS1-003, ADORA2A-AS1-001];;;NC_000022.11:-:24495017;;;experimental;;;promoter_overlap;;;6	0.976664700289025
[AF064860.7-002, AF064860.7-001];;;NC_000021.9:+:39727692;;;experimental;;;intergenic;;;5	0.959836214850025
[AF127936.7-002, AF127936.7-003];;;NC_000021.9:-:14882003;;;experimental;;;transcript_overlap;;;5	0.972847407996949
[AF146191.4-002, AF146191.4-004];;;NC_000004.12:-:189940663;;;experimental;;;promoter_overlap;;;8	0.978432109077947
[AL133493.2-001, AL133493.2-002];;;NC_000021.9:+:45593653;;;experimental;;;intergenic;;;4	0.947998481628599
[ALG1L9P-002, ALG1L9P-003, ALG1L9P-001];;;NC_000011.10:-:71813875;;;experimental;;;multi-targeting;;;7	0.976458206414421
[AP000230.1-001, AP000230.1-002];;;NC_000021.9:+:26170880;;;experimental;;;promoter_overlap;;;5	0.96935530523876
[AP000344.3-001, AP000344.3-002];;;NC_000022.11:+:23433527;;;experimental;;;intergenic;;;4	0.965447649755376
[AP000432.1-002, AP000432.1-001];;;NC_000021.9:+:17611744;;;experimental;;;transcript_overlap;;;6	0.975950658719166
[AP000487.5-002, AP000487.5-003];;;NC_000011.10:-:70398368;;;experimental;;;promoter_overlap;;;7	0.121627528809908
[AP000704.5-002, AP000704.5-001];;;NC_000021.9:+:36966458;;;experimental;;;promoter_overlap;;;8	0.978555555407436
[AP000770.1-002, AP000770.1-001];;;NC_000011.10:+:116639452;;;experimental;;;intergenic;;;5	0.967158553405511
[AP001258.4-004, AP001258.4-002];;;NC_000011.10:-:59143014;;;experimental;;;promoter_overlap;;;5	0.91586378415336
[AP001347.6-001, AP001347.6-003, AP001347.6-002];;;NC_000021.9:+:14027442;;;experimental;;;multi-targeting;;;8	0.978241302005542
[AP002856.5-002, AP002856.5-001];;;NC_000011.10:+:131253429;;;experimental;;;intergenic;;;7	0.901243629382689
[AP006621.5-002, AP006621.5-001, AP006621.5-003];;;NC_000011.10:+:777569;;;experimental;;;promoter_overlap;;;8	0.977099187035304
[APCDD1L-AS1-004, APCDD1L-AS1-001, APCDD1L-AS1-006, APCDD1L-AS1-003, APCDD1L-AS1-007, APCDD1L-AS1-002, APCDD1L-AS1-008];;;NC_000020.11:+:58515498;;;experimental;;;promoter_overlap;;;5	0.972967413554147
[APTR-004, APTR-002, APTR-001, APTR-003, APTR-005];;;NC_000007.14:-:77696265;;;experimental;;;promoter_overlap;;;3	0.94147046005553
[AQP4-AS1-001, AQP4-AS1-007, AQP4-AS1-003];;;NC_000018.10:+:26865307;;;experimental;;;promoter_overlap;;;6	0.853840924181719
[AQP4-AS1-002, AQP4-AS1-004];;;NC_000018.10:+:26655741;;;experimental;;;transcript_overlap;;;3	0.929262002511595
[ARF4-AS1-002, ARF4-AS1-001, ARF4-AS1-003];;;NC_000003.12:+:57597740;;;experimental;;;promoter_overlap;;;5	0.972014830299838
[ARMCX5-GPRASP2-001, ARMCX5-GPRASP2-006, ARMCX5-GPRASP2-002, ARMCX5-GPRASP2-005, ARMCX5-GPRASP2-009, ARMCX5-GPRASP2-003, ARMCX5-GPRASP2-007, ARMCX5-GPRASP2-008, ARMCX5-GPRASP2-004];;;NC_000023.11:+:102599525;;;experimental;;;promoter_overlap;;;4	0.959459718802905
[ARRDC1-AS1-003, ARRDC1-AS1-002, ARRDC1-AS1-001];;;NC_000009.12:-:137618825;;;experimental;;;promoter_overlap;;;5	0.907937137523648
[ARRDC3-AS1-002, ARRDC3-AS1-001, ARRDC3-AS1-003];;;NC_000005.10:+:91380405;;;experimental;;;promoter_overlap;;;5	0.960534549057319
[ASB16-AS1-003, ASB16-AS1-004, ASB16-AS1-001, ASB16-AS1-002];;;NC_000017.11:-:44186702;;;experimental;;;promoter_overlap;;;7	0.977149808063962
[ASH1L-AS1-001, ASH1L-AS1-002];;;NC_000001.11:+:155562029;;;experimental;;;promoter_overlap;;;5	0.973662085642135
[ASMTL-AS1-003, ASMTL-AS1-004];;;NC_000023.11:+:1401465;;;experimental;;;transcript_overlap;;;3	0.928240763694391
[ASMTL-AS1-003, ASMTL-AS1-004];;;NC_000024.10:+:1451465;;;experimental;;;transcript_overlap;;;4	0.956305162074864
[ASMTL-AS1-005, ASMTL-AS1-006];;;NC_000023.11:+:1403731;;;experimental;;;transcript_overlap;;;6	0.97355742825797
[ASMTL-AS1-005, ASMTL-AS1-006];;;NC_000024.10:+:1453731;;;experimental;;;transcript_overlap;;;7	0.977373525480549
[ATP13A4-AS1-002, ATP13A4-AS1-001];;;NC_000003.12:+:193553181;;;experimental;;;transcript_overlap;;;3	0.947414618406596
[ATP2A1-AS1-002, ATP2A1-AS1-001];;;NC_000016.10:-:28879915;;;experimental;;;promoter_overlap;;;7	0.977494854231799
[ATP6V0E2-AS1-001, ATP6V0E2-AS1-002];;;NC_000007.14:-:149873868;;;experimental;;;promoter_overlap;;;7	0.868282650241032
[AZIN1-AS1-001, AZIN1-AS1-002, AZIN1-AS1-016, AZIN1-AS1-003, AZIN1-AS1-004];;;NC_000008.11:+:102864327;;;experimental;;;promoter_overlap;;;5	0.967493668305589
[AZIN1-AS1-008, AZIN1-AS1-007, AZIN1-AS1-011];;;NC_000008.11:+:102880012;;;experimental;;;transcript_overlap;;;5	0.972859496229273
[B3GALT5-AS1-001, B3GALT5-AS1-004];;;NC_000021.9:-:39612790;;;experimental;;;promoter_overlap;;;7	0.977688016341122
[B4GALT1-AS1-001, B4GALT1-AS1-002];;;NC_000009.12:+:33166943;;;experimental;;;promoter_overlap;;;7	0.970270343546507
[BAALC-AS1-008, BAALC-AS1-002, BAALC-AS1-003];;;NC_000008.11:-:103298725;;;experimental;;;promoter_overlap;;;9	0.978428892522748
[BCDIN3D-AS1-002, BCDIN3D-AS1-004, BCDIN3D-AS1-001];;;NC_000012.12:+:49828542;;;experimental;;;promoter_overlap;;;6	0.976597561745101
[BDNF-AS-008, BDNF-AS-001, BDNF-AS-010, BDNF-AS-002];;;NC_000011.10:+:27506848;;;experimental;;;promoter_overlap;;;6	0.976560888436696
[BHLHE40-AS1-003, BHLHE40-AS1-002];;;NC_000003.12:-:4979923;;;experimental;;;promoter_overlap;;;5	0.969369977139137
[BISPR-002, BISPR-007, BISPR-003];;;NC_000019.10:+:17405740;;;experimental;;;promoter_overlap;;;5	0.972698360018143
[BISPR-009, BISPR-010];;;NC_000019.10:+:17405823;;;experimental;;;promoter_overlap;;;4	0.956524006602986
[BISPR-013, BISPR-012];;;NC_000019.10:+:17406078;;;experimental;;;promoter_overlap;;;8	0.978035080859188
[BOLA3-AS1-002, BOLA3-AS1-001, BOLA3-AS1-003];;;NC_000002.12:+:74148044;;;experimental;;;promoter_overlap;;;5	0.968662620647527
[BSN-AS2-001, BSN-AS2-003];;;NC_000003.12:-:49554339;;;experimental;;;promoter_overlap;;;5	0.967958851298493
[BVES-AS1-004, BVES-AS1-002];;;NC_000006.12:+:105137286;;;experimental;;;promoter_overlap;;;6	0.958399916558441
[BX322557.10-001, BX322557.10-002];;;NC_000021.9:+:45288081;;;experimental;;;promoter_overlap;;;9	0.978674403163298
[C1orf195-201, C1orf195-001];;;NC_000001.11:-:15171642;;;experimental;;;transcript_overlap;;;6	0.976566545114648
[C1orf220-002, C1orf220-001];;;NC_000001.11:+:178542800;;;experimental;;;promoter_overlap;;;6	0.975536964166754
[C1QTNF9B-AS1-001, C1QTNF9B-AS1-201];;;NC_000013.11:+:23891431;;;experimental;;;transcript_overlap;;;3	0.934994618595225
[C1RL-AS1-001, C1RL-AS1-003];;;NC_000012.12:+:7108281;;;experimental;;;promoter_overlap;;;7	0.976243151992472
[C20orf166-AS1-001, C20orf166-AS1-003, C20orf166-AS1-002];;;NC_000020.11:-:62551525;;;experimental;;;transcript_overlap;;;4	0.945933319604449
[C21orf62-AS1-001, C21orf62-AS1-007, C21orf62-AS1-005];;;NC_000021.9:+:32772149;;;experimental;;;promoter_overlap;;;5	0.860303143578823
[C5orf60-003, C5orf60-004];;;NC_000005.10:-:179645006;;;experimental;;;intergenic;;;5	0.970421824184189
[C8orf31-005, C8orf31-006, C8orf31-003, C8orf31-001, C8orf31-004, C8orf31-002];;;NC_000008.11:+:143039246;;;experimental;;;intergenic;;;6	0.954607237902682
[C8orf31-201, C8orf31-007];;;NC_000008.11:+:143043134;;;experimental;;;intergenic;;;7	0.97749240120365
[C9orf147-003, C9orf147-002];;;NC_000009.12:-:112486678;;;experimental;;;promoter_overlap;;;9	0.830917096883894
[CASC11-003, CASC11-002];;;NC_000008.11:-:127733968;;;experimental;;;intergenic;;;4	0.94963231538984
[CASC2-003, CASC2-002, CASC2-001, CASC2-006];;;NC_000010.11:+:118046993;;;experimental;;;promoter_overlap;;;6	0.968619121097539
[CATIP-AS1-002, CATIP-AS1-001];;;NC_000002.12:-:218367852;;;experimental;;;transcript_overlap;;;5	0.956227827192416
[CCDC144NL-AS1-001, CCDC144NL-AS1-018, CCDC144NL-AS1-002, CCDC144NL-AS1-003, CCDC144NL-AS1-015, CCDC144NL-AS1-004];;;NC_000017.11:+:20868526;;;experimental;;;promoter_overlap;;;6	0.974972386810337
[CCDC144NL-AS1-005, CCDC144NL-AS1-017];;;NC_000017.11:+:20921078;;;experimental;;;intergenic;;;4	0.963393818882693
[CCDC144NL-AS1-011, CCDC144NL-AS1-007];;;NC_000017.11:+:20938514;;;experimental;;;transcript_overlap;;;8	0.978287211286501
[CCDC18-AS1-006, CCDC18-AS1-001, CCDC18-AS1-008, CCDC18-AS1-015, CCDC18-AS1-002, CCDC18-AS1-005, CCDC18-AS1-007, CCDC18-AS1-004, CCDC18-AS1-003];;;NC_000001.11:-:93345789;;;experimental;;;promoter_overlap;;;5	0.973415468877184
[CCDC18-AS1-011, CCDC18-AS1-021, CCDC18-AS1-014];;;NC_000001.11:-:93337687;;;experimental;;;multi-targeting;;;5	0.972796425147962
[CCDC18-AS1-018, CCDC18-AS1-017];;;NC_000001.11:-:93315505;;;experimental;;;transcript_overlap;;;3	0.944803711334889
[CCNT2-AS1-002, CCNT2-AS1-003, CCNT2-AS1-001];;;NC_000002.12:-:134918657;;;experimental;;;promoter_overlap;;;8	0.978324205899261
[CD27-AS1-001, CD27-AS1-007, CD27-AS1-002, CD27-AS1-008, CD27-AS1-003, CD27-AS1-004];;;NC_000012.12:-:6451501;;;experimental;;;promoter_overlap;;;7	0.973201780928769
[CDC37L1-AS1-002, CDC37L1-AS1-001];;;NC_000009.12:-:4679488;;;experimental;;;promoter_overlap;;;7	0.977843084519813
[CDX1-001, CDX1-201];;;NC_000005.10:+:150166780;;;mRNA;;;protein_coding;;;5	0.969087269002832
[CECR5-AS1-002, CECR5-AS1-001];;;NC_000022.11:+:17159356;;;experimental;;;promoter_overlap;;;7	0.977059995606093
[CERS6-AS1-003, CERS6-AS1-001, CERS6-AS1-008, CERS6-AS1-010];;;NC_000002.12:-:168786428;;;experimental;;;promoter_overlap;;;4	0.96320314821587
[CFLAR-AS1-006, CFLAR-AS1-022, CFLAR-AS1-015];;;NC_000002.12:-:201151246;;;experimental;;;transcript_overlap;;;7	0.962486201548468
[CFLAR-AS1-013, CFLAR-AS1-018, CFLAR-AS1-017, CFLAR-AS1-016, CFLAR-AS1-020];;;NC_000002.12:-:201149924;;;experimental;;;promoter_overlap;;;7	0.978102274168133
[CKMT2-AS1-002, CKMT2-AS1-003, CKMT2-AS1-004, CKMT2-AS1-005];;;NC_000005.10:-:81301545;;;experimental;;;promoter_overlap;;;5	0.973797152906339
[COX10-AS1-002, COX10-AS1-007, COX10-AS1-005];;;NC_000017.11:-:14069478;;;experimental;;;promoter_overlap;;;6	0.959008638339119
[CPB2-AS1-002, CPB2-AS1-001];;;NC_000013.11:+:46052847;;;experimental;;;promoter_overlap;;;5	0.973231708786969
[CRHR1-IT1-005, CRHR1-IT1-006, CRHR1-IT1-003, CRHR1-IT1-007, CRHR1-IT1-008, CRHR1-IT1-002];;;NC_000017.11:+:45620345;;;experimental;;;promoter_overlap;;;6	0.976725634524627
[CRHR1-IT1-013, CRHR1-IT1-009];;;NC_000017.11:+:45639135;;;experimental;;;transcript_overlap;;;7	0.976334766314649
[CRNDE-002, CRNDE-001, CRNDE-007];;;NC_000016.10:-:54928563;;;experimental;;;intergenic;;;6	0.976423600326998
[CRNDE-004, CRNDE-008, CRNDE-003];;;NC_000016.10:-:54928885;;;experimental;;;intergenic;;;9	0.978688132788093
[CRNDE-006, CRNDE-005];;;NC_000016.10:-:54929171;;;experimental;;;intergenic;;;4	0.966614395740331
[CRYM-AS1-003, CRYM-AS1-001];;;NC_000016.10:+:21300883;;;experimental;;;transcript_overlap;;;5	0.974193707103701
[CSE1L-AS1-001, CSE1L-AS1-002];;;NC_000020.11:-:49046174;;;experimental;;;promoter_overlap;;;6	0.975263979972967
[CSTF3-AS1-002, CSTF3-AS1-001];;;NC_000011.10:+:33161625;;;experimental;;;promoter_overlap;;;4	0.939485106310375
[CTA-292E10.6-002, CTA-292E10.6-001, CTA-292E10.6-005];;;NC_000022.11:+:28800688;;;experimental;;;promoter_overlap;;;7	0.977624687269787
[CTA-293F17.1-001, CTA-293F17.1-002];;;NC_000007.14:-:20331766;;;experimental;;;promoter_overlap;;;8	0.978439609366482
[CTA-407F11.8-001, CTA-407F11.8-003];;;NC_000022.11:-:25564568;;;experimental;;;promoter_overlap;;;8	0.977783619341894
[CTA-445C9.14-001, CTA-445C9.14-002];;;NC_000022.11:+:26512546;;;experimental;;;promoter_overlap;;;4	0.924569323328627
[CTB-147N14.6-201, CTB-147N14.6-001];;;NC_000019.10:+:46787934;;;experimental;;;promoter_overlap;;;4	0.96174718098793
