groups	FDR
[AC007405.6-001, AC007405.6-002];;;NC_000002.12:+:170771043;;;experimental;;;promoter_overlap;;;8	0.971755683301528
[AC007405.8-002, AC007405.8-001];;;NC_000002.12:-:170818039;;;experimental;;;promoter_overlap;;;3	0.924732072142905
[AC007620.3-002, AC007620.3-001];;;NC_000003.12:+:179397326;;;experimental;;;transcript_overlap;;;3	0.929490669966548
[AC007879.2-001, AC007879.2-002];;;NC_000002.12:-:207235801;;;experimental;;;transcript_overlap;;;9	0.960121412527594
[AC007952.5-002, AC007952.5-001];;;NC_000017.11:+:19093240;;;experimental;;;intergenic;;;5	0.964614494438435
[AC009005.2-002, AC009005.2-004, AC009005.2-001];;;NC_000019.10:-:571753;;;experimental;;;promoter_overlap;;;7	0.97114312973631
[AC009133.12-002, AC009133.12-001];;;NC_000016.10:-:29821236;;;experimental;;;promoter_overlap;;;4	0.93374192424709
[AC009228.1-001, AC009228.1-003, AC009228.1-002];;;NC_000002.12:+:24214381;;;experimental;;;transcript_overlap;;;3	0.52364996394405
[AC009264.1-005, AC009264.1-003, AC009264.1-006, AC009264.1-007];;;NC_000007.14:-:137164318;;;experimental;;;transcript_overlap;;;4	0.942803307904277
[AC009299.3-001, AC009299.3-002];;;NC_000002.12:+:161244738;;;experimental;;;transcript_overlap;;;7	0.970760950339599
[AC009403.2-001, AC009403.2-003, AC009403.2-002, AC009403.2-005];;;NC_000007.14:-:155644405;;;experimental;;;promoter_overlap;;;5	0.953700959272559
[AC009948.5-003, AC009948.5-006, AC009948.5-001, AC009948.5-002, AC009948.5-005, AC009948.5-007];;;NC_000002.12:+:178413975;;;experimental;;;multi-targeting;;;4	0.955327629213381
[AC010127.3-003, AC010127.3-010];;;NC_000002.12:+:165957417;;;experimental;;;transcript_overlap;;;4	0.962027904862255
[AC010890.1-004, AC010890.1-003];;;NC_000002.12:+:133266194;;;experimental;;;transcript_overlap;;;5	0.96544400772671
[AC010894.3-001, AC010894.3-003, AC010894.3-002];;;NC_000002.12:+:174487387;;;experimental;;;promoter_overlap;;;7	0.971798117593293
[AC010976.2-008, AC010976.2-021];;;NC_000002.12:+:127467830;;;experimental;;;transcript_overlap;;;7	0.971999550082216
[AC010976.2-014, AC010976.2-022, AC010976.2-015];;;NC_000002.12:+:127467825;;;experimental;;;transcript_overlap;;;4	0.9073696119545
[AC010976.2-024, AC010976.2-004, AC010976.2-023];;;NC_000002.12:+:127467341;;;experimental;;;transcript_overlap;;;7	0.971233963124135
[AC011288.2-001, AC011288.2-002];;;NC_000007.14:+:13101432;;;experimental;;;multi-targeting;;;5	0.967709898571232
[AC012358.8-022, AC012358.8-016, AC012358.8-014, AC012358.8-008];;;NC_000002.12:+:55314190;;;experimental;;;transcript_overlap;;;5	0.944591355303999
[AC012358.8-023, AC012358.8-006, AC012358.8-013];;;[NC_000002.12:+:55314161, NC_000002.12:+:55314193, NC_000002.12:+:55314194];;;experimental;;;transcript_overlap;;;3	0.944061240111775
[AC012501.2-002, AC012501.2-001];;;NC_000002.12:-:153449819;;;experimental;;;intergenic;;;6	0.966400104422417
[AC012594.1-055, AC012594.1-002];;;NC_000002.12:-:170344927;;;experimental;;;transcript_overlap;;;8	0.972059698115878
[AC013460.1-003, AC013460.1-002];;;NC_000002.12:+:7421283;;;experimental;;;intergenic;;;4	0.954377190951014
[AC016747.3-002, AC016747.3-003, AC016747.3-004, AC016747.3-001];;;NC_000002.12:-:61144968;;;experimental;;;promoter_overlap;;;8	0.970825249493194
[AC016757.3-002, AC016757.3-001, AC016757.3-003, AC016757.3-004, AC016757.3-005];;;NC_000002.12:-:238231667;;;experimental;;;promoter_overlap;;;9	0.969734183769652
[AC017104.6-002, AC017104.6-003];;;NC_000002.12:+:231393774;;;experimental;;;gene_nearby;;;6	0.964488623124063
[AC022007.5-006, AC022007.5-001, AC022007.5-005];;;NC_000003.12:-:10011117;;;experimental;;;promoter_overlap;;;7	0.967743134900847
[AC022154.7-002, AC022154.7-003];;;NC_000019.10:-:48624010;;;experimental;;;promoter_overlap;;;4	0.962487999119842
[AC024704.2-001, AC104653.1-002];;;NC_000002.12:-:113831572;;;experimental;;;promoter_overlap;;;7	0.970372204867423
[AC027601.1-001, AC027601.1-002];;;NC_000017.11:+:81228699;;;experimental;;;transcript_overlap;;;6	0.970414031253399
[AC068499.10-002, AC068499.10-001];;;NC_000019.10:+:18204741;;;experimental;;;promoter_overlap;;;5	0.963430070062277
[AC068831.16-001, AC068831.10-005, AC068831.10-001, AC068831.10-004];;;NC_000015.10:+:91022693;;;experimental;;;promoter_overlap;;;4	0.959588220871086
[AC069257.8-001, AC069257.8-002];;;[NC_000003.12:+:196250542, NC_000003.12:+:196250549];;;experimental;;;transcript_overlap;;;3	0.943675245123812
[AC073043.1-039, AC073043.1-006, AC073043.1-032, AC073043.1-010, AC073043.1-003, AC073043.1-012, AC073043.1-014, AC073043.1-047];;;NC_000002.12:-:199909157;;;experimental;;;intergenic;;;7	0.962599003288334
[AC073130.1-002, AC073130.1-001];;;NC_000007.14:-:116286730;;;experimental;;;promoter_overlap;;;7	0.971519274905822
[AC073283.4-003, AC073283.4-004, AC073283.4-001];;;NC_000002.12:-:47344987;;;experimental;;;promoter_overlap;;;7	0.954958047365659
[AC073343.13-002, AC073343.13-003, AC073343.13-001];;;NC_000007.14:+:6663973;;;experimental;;;multi-targeting;;;8	0.96875838992825
[AC074117.10-003, AC074117.10-002];;;NC_000002.12:+:27357139;;;experimental;;;promoter_overlap;;;8	0.971906720482968
[AC074212.6-003, AC074212.6-004, AC074212.6-005];;;NC_000019.10:+:45770952;;;experimental;;;promoter_overlap;;;6	0.968518924256886
[AC074286.1-001, AC074286.1-003, AC074286.1-002];;;NC_000002.12:-:177392690;;;experimental;;;promoter_overlap;;;6	0.97015632187314
[AC074289.1-002, AC074289.1-004];;;NC_000002.12:+:64228452;;;experimental;;;intergenic;;;6	0.965284863999522
[AC074366.3-003, AC074366.3-005, AC074366.3-004];;;NC_000002.12:-:38669527;;;experimental;;;transcript_overlap;;;4	0.924037179449298
[AC078883.3-001, AC078883.3-002];;;NC_000002.12:-:172465622;;;experimental;;;transcript_overlap;;;5	0.966594363055802
[AC079135.1-002, AC079135.1-001];;;NC_000002.12:+:236167446;;;experimental;;;promoter_overlap;;;6	0.969416897780408
[AC083884.8-006, AC083884.8-005];;;NC_000007.14:-:74727885;;;experimental;;;promoter_overlap;;;7	0.971079555614235
[AC087294.2-002, AC087294.2-001];;;NC_000017.11:+:21214343;;;experimental;;;promoter_overlap;;;4	0.961161737200367
[AC092620.2-002, AC092620.2-001];;;NC_000002.12:+:138568994;;;experimental;;;transcript_overlap;;;7	0.970932913327947
[AC093375.1-007, AC093375.1-009, AC093375.1-008, AC093375.1-004, AC093375.1-003, AC093375.1-005, AC093375.1-006];;;NC_000002.12:-:156254904;;;experimental;;;intergenic;;;6	0.967270209141673
[AC093495.4-006, AC093495.4-017];;;NC_000003.12:+:14145373;;;experimental;;;transcript_overlap;;;4	0.942141936989434
[AC093495.4-016, AC093495.4-003];;;NC_000003.12:+:14145370;;;experimental;;;transcript_overlap;;;7	0.964910104516457
[AC093627.9-004, AC093627.9-003, AC093627.9-001];;;NC_000007.14:-:149452;;;experimental;;;promoter_overlap;;;4	1.77045264559972e-09
[AC093642.3-004, AC093642.3-002, AC093642.3-003];;;NC_000002.12:+:241971178;;;experimental;;;transcript_overlap;;;6	0.960126191741289
[AC093818.1-005, AC093818.1-001, AC093818.1-002, AC093818.1-004];;;NC_000002.12:-:172556439;;;experimental;;;promoter_overlap;;;5	0.963093818292698
[AC097662.2-002, AC097662.2-001];;;NC_000002.12:-:227325169;;;experimental;;;promoter_overlap;;;7	0.964176524724546
[AC097721.2-002, AC097721.2-001];;;NC_000002.12:-:138501694;;;experimental;;;promoter_overlap;;;6	0.962360257776004
[AC097724.3-001, AC097724.3-002];;;NC_000002.12:-:28736230;;;experimental;;;intergenic;;;9	0.911190074519487
[AC098973.2-002, AC098973.2-003];;;NC_000003.12:+:27821498;;;experimental;;;transcript_overlap;;;5	0.951178677145374
[AC104655.3-002, AC104655.3-001, AC104655.3-003];;;NC_000002.12:+:105144069;;;experimental;;;intergenic;;;3	0.858858057403191
[AC104667.3-002, AC104667.3-001];;;NC_000002.12:+:237591198;;;experimental;;;promoter_overlap;;;6	0.967870474894818
[AC106875.1-001, AC106875.1-002];;;NC_000002.12:+:11681436;;;experimental;;;transcript_overlap;;;5	0.863629235510415
[AC108025.2-002, AC108025.2-001, LINC01248-001];;;NC_000002.12:-:5691296;;;experimental;;;promoter_overlap;;;8	0.971844419202514
[AC108142.1-001, AC108142.1-006];;;NC_000004.12:-:182144442;;;experimental;;;promoter_overlap;;;7	0.969389584327738
[AC108142.1-004, AC108142.1-003];;;NC_000004.12:-:182085083;;;experimental;;;intergenic;;;7	0.945053094744583
[AC108488.4-003, AC108488.4-002, AC108488.4-001];;;NC_000002.12:-:3533882;;;experimental;;;transcript_overlap;;;5	0.966033433559658
[AC108488.4-005, AC108488.4-004];;;NC_000002.12:-:3536851;;;experimental;;;transcript_overlap;;;5	0.966137849427872
[AC113189.5-002, AC113189.5-001];;;NC_000017.11:-:7584085;;;experimental;;;promoter_overlap;;;7	0.675717085322945
[AC113189.5-003, AC113189.5-004];;;NC_000017.11:-:7583548;;;experimental;;;promoter_overlap;;;6	0.970407609900751
[AC113617.1-003, AC113617.1-001];;;NC_000004.12:+:117360639;;;experimental;;;promoter_overlap;;;4	0.956832502339235
[AC124789.1-005, AC124789.1-003, AC124789.1-004];;;NC_000017.11:-:38451909;;;experimental;;;transcript_overlap;;;5	0.933204822613456
[AC124789.1-006, AC124789.1-001];;;NC_000017.11:-:38452399;;;experimental;;;transcript_overlap;;;7	0.970598019470404
[AC124944.3-002, AC124944.3-001];;;NC_000003.12:+:195912048;;;experimental;;;promoter_overlap;;;6	0.965768405041568
[AC156455.1-001, AC156455.1-002];;;NC_000012.12:+:122063399;;;experimental;;;intergenic;;;5	0.961816798788436
[ADIRF-AS1-001, ADIRF-AS1-002, RP11-96C23.15-001];;;NC_000010.11:-:86971209;;;experimental;;;promoter_overlap;;;6	0.965134905269606
[ADORA2A-AS1-001, ADORA2A-AS1-003];;;NC_000022.11:-:24495017;;;experimental;;;promoter_overlap;;;6	0.970554004037015
[AF064860.7-002, AF064860.7-001];;;NC_000021.9:+:39727692;;;experimental;;;intergenic;;;5	0.960502157190898
[AF127936.7-003, AF127936.7-002];;;NC_000021.9:-:14882003;;;experimental;;;transcript_overlap;;;5	0.966235797501496
[AF146191.4-004, AF146191.4-002];;;NC_000004.12:-:189940663;;;experimental;;;promoter_overlap;;;8	0.947562604369969
[AL133493.2-002, AL133493.2-001];;;NC_000021.9:+:45593653;;;experimental;;;intergenic;;;4	0.833038291181085
[ALG1L9P-001, ALG1L9P-002, ALG1L9P-003];;;NC_000011.10:-:71813875;;;experimental;;;multi-targeting;;;7	0.971017002099996
[AP000230.1-001, AP000230.1-002];;;NC_000021.9:+:26170880;;;experimental;;;promoter_overlap;;;5	0.963759206542078
[AP000344.3-001, AP000344.3-002];;;NC_000022.11:+:23433527;;;experimental;;;intergenic;;;4	0.958152840212847
[AP000432.1-002, AP000432.1-001];;;NC_000021.9:+:17611744;;;experimental;;;transcript_overlap;;;6	0.969143233639702
[AP000487.5-002, AP000487.5-003];;;NC_000011.10:-:70398368;;;experimental;;;promoter_overlap;;;7	0.290920233525052
[AP000704.5-001, AP000704.5-002];;;NC_000021.9:+:36966458;;;experimental;;;promoter_overlap;;;8	0.972147751188259
[AP000770.1-001, AP000770.1-002];;;NC_000011.10:+:116639452;;;experimental;;;intergenic;;;5	0.960287494267772
[AP001258.4-002, AP001258.4-004];;;NC_000011.10:-:59143014;;;experimental;;;promoter_overlap;;;5	0.937209152268531
[AP001347.6-001, AP001347.6-003, AP001347.6-002];;;NC_000021.9:+:14027442;;;experimental;;;multi-targeting;;;8	0.971781718085675
[AP002856.5-001, AP002856.5-002];;;NC_000011.10:+:131253429;;;experimental;;;intergenic;;;7	0.912812378487086
[AP006621.5-002, AP006621.5-001, AP006621.5-003];;;NC_000011.10:+:777569;;;experimental;;;promoter_overlap;;;8	0.971022979420961
[APCDD1L-AS1-008, APCDD1L-AS1-004, APCDD1L-AS1-003, APCDD1L-AS1-002, APCDD1L-AS1-007, APCDD1L-AS1-006, APCDD1L-AS1-001];;;NC_000020.11:+:58515498;;;experimental;;;promoter_overlap;;;5	0.964469604168864
[APTR-002, APTR-003, APTR-004, APTR-005, APTR-001];;;NC_000007.14:-:77696265;;;experimental;;;promoter_overlap;;;3	0.921555512914985
[AQP4-AS1-001, AQP4-AS1-003, AQP4-AS1-007];;;NC_000018.10:+:26865307;;;experimental;;;promoter_overlap;;;6	0.897170379918447
[AQP4-AS1-002, AQP4-AS1-004];;;NC_000018.10:+:26655741;;;experimental;;;transcript_overlap;;;3	0.926657765476396
[ARF4-AS1-002, ARF4-AS1-003, ARF4-AS1-001];;;NC_000003.12:+:57597740;;;experimental;;;promoter_overlap;;;5	0.964361133888523
[ARMCX5-GPRASP2-001, ARMCX5-GPRASP2-004, ARMCX5-GPRASP2-006, ARMCX5-GPRASP2-002, ARMCX5-GPRASP2-009, ARMCX5-GPRASP2-008, ARMCX5-GPRASP2-007, ARMCX5-GPRASP2-005, ARMCX5-GPRASP2-003];;;NC_000023.11:+:102599525;;;experimental;;;promoter_overlap;;;4	0.942968924095142
[ARRDC1-AS1-002, ARRDC1-AS1-003, ARRDC1-AS1-001];;;NC_000009.12:-:137618825;;;experimental;;;promoter_overlap;;;5	0.918689230088195
[ARRDC3-AS1-002, ARRDC3-AS1-001, ARRDC3-AS1-003];;;NC_000005.10:+:91380405;;;experimental;;;promoter_overlap;;;5	0.955200803761511
[ASB16-AS1-001, ASB16-AS1-002, ASB16-AS1-003, ASB16-AS1-004];;;NC_000017.11:-:44186702;;;experimental;;;promoter_overlap;;;7	0.970576044652567
[ASH1L-AS1-001, ASH1L-AS1-002];;;NC_000001.11:+:155562029;;;experimental;;;promoter_overlap;;;5	0.967931259598141
[ASMTL-AS1-004, ASMTL-AS1-003];;;NC_000023.11:+:1401465;;;experimental;;;transcript_overlap;;;3	0.930773534671172
[ASMTL-AS1-004, ASMTL-AS1-003];;;NC_000024.10:+:1451465;;;experimental;;;transcript_overlap;;;4	0.924137496195418
[ASMTL-AS1-005, ASMTL-AS1-006];;;NC_000023.11:+:1403731;;;experimental;;;transcript_overlap;;;6	0.705921419566745
[ASMTL-AS1-005, ASMTL-AS1-006];;;NC_000024.10:+:1453731;;;experimental;;;transcript_overlap;;;7	0.970042761443644
[ATP13A4-AS1-002, ATP13A4-AS1-001];;;NC_000003.12:+:193553181;;;experimental;;;transcript_overlap;;;3	0.948643027499207
[ATP2A1-AS1-002, ATP2A1-AS1-001];;;NC_000016.10:-:28879915;;;experimental;;;promoter_overlap;;;7	0.971153432283395
[ATP6V0E2-AS1-002, ATP6V0E2-AS1-001];;;NC_000007.14:-:149873868;;;experimental;;;promoter_overlap;;;7	0.746777469284185
[AZIN1-AS1-004, AZIN1-AS1-003, AZIN1-AS1-002, AZIN1-AS1-016, AZIN1-AS1-001];;;NC_000008.11:+:102864327;;;experimental;;;promoter_overlap;;;5	0.912426046837053
[AZIN1-AS1-007, AZIN1-AS1-008, AZIN1-AS1-011];;;NC_000008.11:+:102880012;;;experimental;;;transcript_overlap;;;5	0.966719873310824
[B3GALT5-AS1-001, B3GALT5-AS1-004];;;NC_000021.9:-:39612790;;;experimental;;;promoter_overlap;;;7	0.970828300148009
[B4GALT1-AS1-001, B4GALT1-AS1-002];;;NC_000009.12:+:33166943;;;experimental;;;promoter_overlap;;;7	0.96780264983914
[BAALC-AS1-003, BAALC-AS1-002, BAALC-AS1-008];;;NC_000008.11:-:103298725;;;experimental;;;promoter_overlap;;;9	0.972106402599318
[BCDIN3D-AS1-004, BCDIN3D-AS1-002, BCDIN3D-AS1-001];;;NC_000012.12:+:49828542;;;experimental;;;promoter_overlap;;;6	0.970527156444668
[BDNF-AS-010, BDNF-AS-002, BDNF-AS-008, BDNF-AS-001];;;NC_000011.10:+:27506848;;;experimental;;;promoter_overlap;;;6	0.970242084350429
[BHLHE40-AS1-002, BHLHE40-AS1-003];;;NC_000003.12:-:4979923;;;experimental;;;promoter_overlap;;;5	0.964967544440631
[BISPR-003, BISPR-002, BISPR-007];;;NC_000019.10:+:17405740;;;experimental;;;promoter_overlap;;;5	0.965662452202224
[BISPR-010, BISPR-009];;;NC_000019.10:+:17405823;;;experimental;;;promoter_overlap;;;4	0.954407181604428
[BISPR-013, BISPR-012];;;NC_000019.10:+:17406078;;;experimental;;;promoter_overlap;;;8	0.971905369548822
[BOLA3-AS1-001, BOLA3-AS1-002, BOLA3-AS1-003];;;NC_000002.12:+:74148044;;;experimental;;;promoter_overlap;;;5	0.961955303093622
[BSN-AS2-003, BSN-AS2-001];;;NC_000003.12:-:49554339;;;experimental;;;promoter_overlap;;;5	0.962602810178296
[BVES-AS1-002, BVES-AS1-004];;;NC_000006.12:+:105137286;;;experimental;;;promoter_overlap;;;6	0.87924712585666
[BX322557.10-002, BX322557.10-001];;;NC_000021.9:+:45288081;;;experimental;;;promoter_overlap;;;9	0.972298984726938
[C1orf195-201, C1orf195-001];;;NC_000001.11:-:15171642;;;experimental;;;transcript_overlap;;;6	0.969214381116899
[C1orf220-002, C1orf220-001];;;NC_000001.11:+:178542800;;;experimental;;;promoter_overlap;;;6	0.968247687575244
[C1QTNF9B-AS1-001, C1QTNF9B-AS1-201];;;NC_000013.11:+:23891431;;;experimental;;;transcript_overlap;;;3	0.928655219264773
[C1RL-AS1-003, C1RL-AS1-001];;;NC_000012.12:+:7108281;;;experimental;;;promoter_overlap;;;7	0.969340178741226
[C20orf166-AS1-003, C20orf166-AS1-002, C20orf166-AS1-001];;;NC_000020.11:-:62551525;;;experimental;;;transcript_overlap;;;4	0.940221562217017
[C21orf62-AS1-001, C21orf62-AS1-007, C21orf62-AS1-005];;;NC_000021.9:+:32772149;;;experimental;;;promoter_overlap;;;5	0.919674744824802
[C5orf60-003, C5orf60-004];;;NC_000005.10:-:179645006;;;experimental;;;intergenic;;;5	0.962899367183623
[C8orf31-004, C8orf31-005, C8orf31-006, C8orf31-002, C8orf31-003, C8orf31-001];;;NC_000008.11:+:143039246;;;experimental;;;intergenic;;;6	0.951001101673267
[C8orf31-201, C8orf31-007];;;NC_000008.11:+:143043134;;;experimental;;;intergenic;;;7	0.971064700512063
[C9orf147-003, C9orf147-002];;;NC_000009.12:-:112486678;;;experimental;;;promoter_overlap;;;9	0.666586619635485
[CASC11-003, CASC11-002];;;NC_000008.11:-:127733968;;;experimental;;;intergenic;;;4	0.939161846952389
[CASC2-003, CASC2-006, CASC2-001, CASC2-002];;;NC_000010.11:+:118046993;;;experimental;;;promoter_overlap;;;6	0.965102250379512
[CATIP-AS1-002, CATIP-AS1-001];;;NC_000002.12:-:218367852;;;experimental;;;transcript_overlap;;;5	0.958214776756097
[CCDC144NL-AS1-005, CCDC144NL-AS1-017];;;NC_000017.11:+:20921078;;;experimental;;;intergenic;;;4	0.957378491254519
[CCDC144NL-AS1-007, CCDC144NL-AS1-011];;;NC_000017.11:+:20938514;;;experimental;;;transcript_overlap;;;8	0.971994190072113
[CCDC144NL-AS1-015, CCDC144NL-AS1-001, CCDC144NL-AS1-004, CCDC144NL-AS1-018, CCDC144NL-AS1-002, CCDC144NL-AS1-003];;;NC_000017.11:+:20868526;;;experimental;;;promoter_overlap;;;6	0.969088520789612
[CCDC18-AS1-004, CCDC18-AS1-002, CCDC18-AS1-006, CCDC18-AS1-003, CCDC18-AS1-005, CCDC18-AS1-001, CCDC18-AS1-007, CCDC18-AS1-008, CCDC18-AS1-015];;;NC_000001.11:-:93345789;;;experimental;;;promoter_overlap;;;5	0.96525856773162
[CCDC18-AS1-011, CCDC18-AS1-021, CCDC18-AS1-014];;;NC_000001.11:-:93337687;;;experimental;;;multi-targeting;;;5	0.966774527754585
[CCDC18-AS1-018, CCDC18-AS1-017];;;NC_000001.11:-:93315505;;;experimental;;;transcript_overlap;;;3	0.936503714495433
[CCNT2-AS1-001, CCNT2-AS1-002, CCNT2-AS1-003];;;NC_000002.12:-:134918657;;;experimental;;;promoter_overlap;;;8	0.971451324902543
[CD27-AS1-008, CD27-AS1-001, CD27-AS1-004, CD27-AS1-007, CD27-AS1-003, CD27-AS1-002];;;NC_000012.12:-:6451501;;;experimental;;;promoter_overlap;;;7	0.966717380817827
[CDC37L1-AS1-001, CDC37L1-AS1-002];;;NC_000009.12:-:4679488;;;experimental;;;promoter_overlap;;;7	0.970767096106495
[CDX1-001, CDX1-201];;;NC_000005.10:+:150166780;;;mRNA;;;protein_coding;;;5	0.959568178867123
[CECR5-AS1-002, CECR5-AS1-001];;;NC_000022.11:+:17159356;;;experimental;;;promoter_overlap;;;7	0.969700908876052
[CERS6-AS1-001, CERS6-AS1-008, CERS6-AS1-003, CERS6-AS1-010];;;NC_000002.12:-:168786428;;;experimental;;;promoter_overlap;;;4	0.959855446658518
[CFLAR-AS1-013, CFLAR-AS1-016, CFLAR-AS1-020, CFLAR-AS1-018, CFLAR-AS1-017];;;NC_000002.12:-:201149924;;;experimental;;;promoter_overlap;;;7	0.971703390989152
[CFLAR-AS1-022, CFLAR-AS1-006, CFLAR-AS1-015];;;NC_000002.12:-:201151246;;;experimental;;;transcript_overlap;;;7	0.959421817065056
[CKMT2-AS1-004, CKMT2-AS1-002, CKMT2-AS1-003, CKMT2-AS1-005];;;NC_000005.10:-:81301545;;;experimental;;;promoter_overlap;;;5	0.964676834007621
[COX10-AS1-007, COX10-AS1-002, COX10-AS1-005];;;NC_000017.11:-:14069478;;;experimental;;;promoter_overlap;;;6	0.92616553006116
[CPB2-AS1-001, CPB2-AS1-002];;;NC_000013.11:+:46052847;;;experimental;;;promoter_overlap;;;5	0.967107345355329
[CRHR1-IT1-007, CRHR1-IT1-006, CRHR1-IT1-005, CRHR1-IT1-003, CRHR1-IT1-002, CRHR1-IT1-008];;;NC_000017.11:+:45620345;;;experimental;;;promoter_overlap;;;6	0.970601153917648
[CRHR1-IT1-009, CRHR1-IT1-013];;;NC_000017.11:+:45639135;;;experimental;;;transcript_overlap;;;7	0.969901942305212
[CRNDE-002, CRNDE-001, CRNDE-007];;;NC_000016.10:-:54928563;;;experimental;;;intergenic;;;6	0.969793381859063
[CRNDE-003, CRNDE-004, CRNDE-008];;;NC_000016.10:-:54928885;;;experimental;;;intergenic;;;9	0.972427312689595
[CRNDE-005, CRNDE-006];;;NC_000016.10:-:54929171;;;experimental;;;intergenic;;;4	0.954965247539948
[CRYM-AS1-001, CRYM-AS1-003];;;NC_000016.10:+:21300883;;;experimental;;;transcript_overlap;;;5	0.968262278605295
[CSE1L-AS1-002, CSE1L-AS1-001];;;NC_000020.11:-:49046174;;;experimental;;;promoter_overlap;;;6	0.968573391805774
[CSTF3-AS1-001, CSTF3-AS1-002];;;NC_000011.10:+:33161625;;;experimental;;;promoter_overlap;;;4	0.914996793411056
[CTA-292E10.6-002, CTA-292E10.6-001, CTA-292E10.6-005];;;NC_000022.11:+:28800688;;;experimental;;;promoter_overlap;;;7	0.970920841426976
[CTA-293F17.1-002, CTA-293F17.1-001];;;NC_000007.14:-:20331766;;;experimental;;;promoter_overlap;;;8	0.970436463845905
[CTA-407F11.8-001, CTA-407F11.8-003];;;NC_000022.11:-:25564568;;;experimental;;;promoter_overlap;;;8	0.964605108692336
[CTA-445C9.14-001, CTA-445C9.14-002];;;NC_000022.11:+:26512546;;;experimental;;;promoter_overlap;;;4	0.921372604294418
[CTB-147N14.6-201, CTB-147N14.6-001];;;NC_000019.10:+:46787934;;;experimental;;;promoter_overlap;;;4	0.957551456162322
